,Entity,Code,Year,Share of population covered by health insurance (ILO (2014)),Under-fifteen mortality rate,Deaths - Sex: all - Age: 0 - Variant: estimates,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Estimated maternal deaths,Births attended by skilled health staff (% of total),MCV1 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized)
2350,Madagascar,MDG,2009,3.7,8.916715,39565.0,7.2616205,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.3,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,3934.81,43.9,63.0,76.0,77.0
2351,Madagascar,MDG,2009,3.7,8.916715,39565.0,7.2616205,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.3,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,3934.81,43.9,63.0,76.0,77.0
2352,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.003,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2353,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.008,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2354,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0001,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2355,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2356,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2357,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2358,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.003,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2359,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2360,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.021,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2361,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.029,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2362,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2363,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.008,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2364,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.036,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2365,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2366,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2367,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.027,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2368,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.001,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2369,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.04,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2370,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.004,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2371,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.017,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2372,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2373,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2374,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.015,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2375,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2376,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.13,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2377,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.077,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2378,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2379,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.066,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2380,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.053,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2381,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.14,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2382,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2383,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.082,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2384,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.081,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2385,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.12,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2386,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.071,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2387,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.063,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2388,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.24,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2389,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.23,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2390,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.28,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2391,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.29,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2392,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.28,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2393,Malaysia,MYS,2010,100.0,1.0780674,3233.0,0.811636,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.37,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,124.067924,98.6,95.0,96.0,96.0
2394,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.001,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2395,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.011,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2396,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2397,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2398,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2399,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2400,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.002,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2401,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2402,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.04,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2403,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.042,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2404,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.032,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2405,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2406,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2407,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.047,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2408,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2409,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2410,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.017,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
2411,Maldives,MDV,2011,30.0,1.5901058,82.0,1.2959299,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2011,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,4.798282,98.8,96.0,96.0,96.0
