Entity,Code,Year,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births
Micronesia (country),FSM,2011,3.3966174
Micronesia (country),FSM,2012,3.3161035
Micronesia (country),FSM,2013,3.2235825
Micronesia (country),FSM,2014,3.135182
Micronesia (country),FSM,2015,3.0337954
Micronesia (country),FSM,2016,2.945269
Micronesia (country),FSM,2017,2.8563452
Micronesia (country),FSM,2018,2.7581978
Micronesia (country),FSM,2019,2.6708627
Micronesia (country),FSM,2020,2.577814
Micronesia (country),FSM,2021,2.5005977
Micronesia (country),FSM,2022,2.4211645
Moldova,MDA,1971,6.3587446
Moldova,MDA,1972,6.190152
Moldova,MDA,1973,6.0258303
Moldova,MDA,1974,5.864755
Moldova,MDA,1975,5.6994824
Moldova,MDA,1976,5.538987
Moldova,MDA,1977,5.390361
Moldova,MDA,1978,5.244186
Moldova,MDA,1979,5.1050735
Moldova,MDA,1980,4.970284
Moldova,MDA,1981,4.8185434
Moldova,MDA,1982,4.6523113
Moldova,MDA,1983,4.4581313
Moldova,MDA,1984,4.254708
Moldova,MDA,1985,4.051597
Moldova,MDA,1986,3.8420131
Moldova,MDA,1987,3.6535478
Moldova,MDA,1988,3.4916089
Moldova,MDA,1989,3.3822982
Moldova,MDA,1990,3.3400097
Moldova,MDA,1991,3.3709812
Moldova,MDA,1992,3.4731407
Moldova,MDA,1993,3.607032
Moldova,MDA,1994,3.7425106
Moldova,MDA,1995,3.844426
Moldova,MDA,1996,3.8698876
Moldova,MDA,1997,3.805881
Moldova,MDA,1998,3.6569748
Moldova,MDA,1999,3.4267209
Moldova,MDA,2000,3.1469452
Moldova,MDA,2001,2.8555226
Moldova,MDA,2002,2.5785623
Moldova,MDA,2003,2.3377056
Moldova,MDA,2004,2.1473775
Moldova,MDA,2005,2.004806
Moldova,MDA,2006,1.9019827
Moldova,MDA,2007,1.8283093
Moldova,MDA,2008,1.7731078
Moldova,MDA,2009,1.7346042
Moldova,MDA,2010,1.7026911
Moldova,MDA,2011,1.6755928
Moldova,MDA,2012,1.647712
Moldova,MDA,2013,1.6213121
Moldova,MDA,2014,1.5894135
Moldova,MDA,2015,1.5632697
Moldova,MDA,2016,1.5364728
Moldova,MDA,2017,1.5126683
Moldova,MDA,2018,1.4926136
Moldova,MDA,2019,1.4732203
Moldova,MDA,2020,1.452073
Moldova,MDA,2021,1.434479
Moldova,MDA,2022,1.415732
Monaco,MCO,1985,0.9745227
Monaco,MCO,1986,0.93017817
Monaco,MCO,1987,0.8876923
Monaco,MCO,1988,0.8479331
Monaco,MCO,1989,0.81096566
Monaco,MCO,1990,0.77559173
Monaco,MCO,1991,0.74202216
Monaco,MCO,1992,0.70967925
Monaco,MCO,1993,0.67914176
Monaco,MCO,1994,0.6508217
Monaco,MCO,1995,0.62380844
Monaco,MCO,1996,0.5984571
Monaco,MCO,1997,0.5751048
Monaco,MCO,1998,0.5532628
Monaco,MCO,1999,0.53320515
Monaco,MCO,2000,0.51545227
Monaco,MCO,2001,0.49902296
Monaco,MCO,2002,0.4840831
Monaco,MCO,2003,0.4708764
Monaco,MCO,2004,0.45891005
Monaco,MCO,2005,0.44797644
Monaco,MCO,2006,0.4374915
Monaco,MCO,2007,0.4275431
Monaco,MCO,2008,0.41779464
Monaco,MCO,2009,0.40857205
Monaco,MCO,2010,0.39954135
Monaco,MCO,2011,0.39108244
Monaco,MCO,2012,0.38189924
Monaco,MCO,2013,0.3722021
Monaco,MCO,2014,0.36188492
Monaco,MCO,2015,0.35155845
Monaco,MCO,2016,0.34104204
Monaco,MCO,2017,0.33078566
Monaco,MCO,2018,0.32015166
Monaco,MCO,2019,0.31140745
Monaco,MCO,2020,0.30143702
Monaco,MCO,2021,0.29182822
Monaco,MCO,2022,0.28260761
Mongolia,MNG,1978,17.497013
Mongolia,MNG,1979,16.860191
Mongolia,MNG,1980,16.248207
Mongolia,MNG,1981,15.666893
Mongolia,MNG,1982,15.0918865
Mongolia,MNG,1983,14.530124
Mongolia,MNG,1984,13.976085
Mongolia,MNG,1985,13.428698
Mongolia,MNG,1986,12.848622
Mongolia,MNG,1987,12.280509
Mongolia,MNG,1988,11.716568
Mongolia,MNG,1989,11.183596
Mongolia,MNG,1990,10.692971
Mongolia,MNG,1991,10.233675
Mongolia,MNG,1992,9.820434
Mongolia,MNG,1993,9.421846
Mongolia,MNG,1994,9.028636
Mongolia,MNG,1995,8.635343
Mongolia,MNG,1996,8.212961
Mongolia,MNG,1997,7.764331
Mongolia,MNG,1998,7.2931647
Mongolia,MNG,1999,6.8054123
Mongolia,MNG,2000,6.3081965
Mongolia,MNG,2001,5.8180046
Mongolia,MNG,2002,5.3386574
Mongolia,MNG,2003,4.8841925
Mongolia,MNG,2004,4.461899
Mongolia,MNG,2005,4.076365
Mongolia,MNG,2006,3.720298
Mongolia,MNG,2007,3.3985546
Mongolia,MNG,2008,3.1104217
Mongolia,MNG,2009,2.8516784
Mongolia,MNG,2010,2.6257398
Mongolia,MNG,2011,2.4357946
Mongolia,MNG,2012,2.2804034
Mongolia,MNG,2013,2.1518216
Mongolia,MNG,2014,2.0434506
Mongolia,MNG,2015,1.9450594
Mongolia,MNG,2016,1.8478966
Mongolia,MNG,2017,1.7478558
Mongolia,MNG,2018,1.6494777
Mongolia,MNG,2019,1.5576506
Mongolia,MNG,2020,1.4743031
Mongolia,MNG,2021,1.402282
Mongolia,MNG,2022,1.3411088
Montenegro,MNE,1984,2.7274547
Montenegro,MNE,1985,2.4779751
Montenegro,MNE,1986,2.2547002
Montenegro,MNE,1987,2.0564804
Montenegro,MNE,1988,1.8877271
Montenegro,MNE,1989,1.7518132
Montenegro,MNE,1990,1.6514031
Montenegro,MNE,1991,1.5816854
Montenegro,MNE,1992,1.5393531
Montenegro,MNE,1993,1.5179355
Montenegro,MNE,1994,1.5113033
Montenegro,MNE,1995,1.5105026
Montenegro,MNE,1996,1.5108736
Montenegro,MNE,1997,1.5056012
Montenegro,MNE,1998,1.4905146
Montenegro,MNE,1999,1.4631102
Montenegro,MNE,2000,1.4208186
Montenegro,MNE,2001,1.3651615
Montenegro,MNE,2002,1.2981496
Montenegro,MNE,2003,1.222018
Montenegro,MNE,2004,1.1398027
Montenegro,MNE,2005,1.0553025
Montenegro,MNE,2006,0.9693254
Montenegro,MNE,2007,0.88515234
Montenegro,MNE,2008,0.8040694
Montenegro,MNE,2009,0.7280301
Montenegro,MNE,2010,0.65876544
Montenegro,MNE,2011,0.5964099
Montenegro,MNE,2012,0.54085994
Montenegro,MNE,2013,0.49226555
Montenegro,MNE,2014,0.44973484
Montenegro,MNE,2015,0.41406465
Montenegro,MNE,2016,0.38374224
Montenegro,MNE,2017,0.35820872
Montenegro,MNE,2018,0.3362779
Montenegro,MNE,2019,0.3175103
Montenegro,MNE,2020,0.30073985
Montenegro,MNE,2021,0.28572565
Montenegro,MNE,2022,0.27229792
Montserrat,MSR,1958,14.937062
Montserrat,MSR,1959,13.603334
Montserrat,MSR,1960,12.390558
Montserrat,MSR,1961,11.29751
Montserrat,MSR,1962,10.323465
Montserrat,MSR,1963,9.457884
Montserrat,MSR,1964,8.703971
Montserrat,MSR,1965,8.051801
Montserrat,MSR,1966,7.481172
Montserrat,MSR,1967,6.9810677
Montserrat,MSR,1968,6.533339
Montserrat,MSR,1969,6.136196
Montserrat,MSR,1970,5.7728963
Montserrat,MSR,1971,5.44713
Montserrat,MSR,1972,5.1517744
Montserrat,MSR,1973,4.8749914
Montserrat,MSR,1974,4.6197047
Montserrat,MSR,1975,4.3739667
Montserrat,MSR,1976,4.1424756
Montserrat,MSR,1977,3.928199
Montserrat,MSR,1978,3.721749
Montserrat,MSR,1979,3.5269787
Montserrat,MSR,1980,3.344689
Montserrat,MSR,1981,3.1694283
Montserrat,MSR,1982,3.0024047
Montserrat,MSR,1983,2.8482318
Montserrat,MSR,1984,2.7062478
Montserrat,MSR,1985,2.5757017
Montserrat,MSR,1986,2.4534483
Montserrat,MSR,1987,2.3428254
Montserrat,MSR,1988,2.2364383
Montserrat,MSR,1989,2.1399322
Montserrat,MSR,1990,2.049257
Montserrat,MSR,1991,1.9645529
Montserrat,MSR,1992,1.8879251
Montserrat,MSR,1993,1.8151935
Montserrat,MSR,1994,1.7466829
Montserrat,MSR,1995,1.6809196
Montserrat,MSR,1996,1.6184785
Montserrat,MSR,1997,1.5594447
Montserrat,MSR,1998,1.5063072
Montserrat,MSR,1999,1.4526174
Montserrat,MSR,2000,1.4007456
Montserrat,MSR,2001,1.3533156
Montserrat,MSR,2002,1.3070107
Montserrat,MSR,2003,1.2637573
Montserrat,MSR,2004,1.2186544
Montserrat,MSR,2005,1.177809
Montserrat,MSR,2006,1.1377965
Montserrat,MSR,2007,1.0998298
Montserrat,MSR,2008,1.0657823
Montserrat,MSR,2009,1.0291908
Montserrat,MSR,2010,0.99700624
Montserrat,MSR,2011,0.9654581
Montserrat,MSR,2012,0.9303566
Montserrat,MSR,2013,0.9001468
Montserrat,MSR,2014,0.8723895
Montserrat,MSR,2015,0.844031
Montserrat,MSR,2016,0.81545365
Montserrat,MSR,2017,0.7865142
Montserrat,MSR,2018,0.7609352
Montserrat,MSR,2019,0.7355046
Montserrat,MSR,2020,0.7111482
Montserrat,MSR,2021,0.68779236
Montserrat,MSR,2022,0.6633127
Morocco,MAR,1956,26.384623
Morocco,MAR,1957,25.82521
Morocco,MAR,1958,25.315308
Morocco,MAR,1959,24.797237
Morocco,MAR,1960,24.319239
Morocco,MAR,1961,23.82703
Morocco,MAR,1962,23.327806
Morocco,MAR,1963,22.81833
Morocco,MAR,1964,22.280731
Morocco,MAR,1965,21.724058
Morocco,MAR,1966,21.145985
Morocco,MAR,1967,20.579304
Morocco,MAR,1968,20.028812
Morocco,MAR,1969,19.50894
Morocco,MAR,1970,19.0555
Morocco,MAR,1971,18.630318
Morocco,MAR,1972,18.23622
Morocco,MAR,1973,17.831856
Morocco,MAR,1974,17.374117
Morocco,MAR,1975,16.84171
Morocco,MAR,1976,16.242031
Morocco,MAR,1977,15.580872
Morocco,MAR,1978,14.874832
Morocco,MAR,1979,14.162237
Morocco,MAR,1980,13.468626
Morocco,MAR,1981,12.786242
Morocco,MAR,1982,12.130873
Morocco,MAR,1983,11.500189
Morocco,MAR,1984,10.901007
Morocco,MAR,1985,10.331014
Morocco,MAR,1986,9.797369
Morocco,MAR,1987,9.30761
Morocco,MAR,1988,8.860853
Morocco,MAR,1989,8.454274
Morocco,MAR,1990,8.079669
Morocco,MAR,1991,7.7299576
Morocco,MAR,1992,7.4001784
Morocco,MAR,1993,7.087705
Morocco,MAR,1994,6.7851286
Morocco,MAR,1995,6.49232
Morocco,MAR,1996,6.2110505
Morocco,MAR,1997,5.9455066
Morocco,MAR,1998,5.696427
Morocco,MAR,1999,5.4615097
Morocco,MAR,2000,5.235202
Morocco,MAR,2001,5.020534
Morocco,MAR,2002,4.8009295
Morocco,MAR,2003,4.5886583
Morocco,MAR,2004,4.370882
Morocco,MAR,2005,4.1508627
Morocco,MAR,2006,3.931062
Morocco,MAR,2007,3.7137687
Morocco,MAR,2008,3.5047684
Morocco,MAR,2009,3.307776
Morocco,MAR,2010,3.1192317
Morocco,MAR,2011,2.9444866
Morocco,MAR,2012,2.7808266
Morocco,MAR,2013,2.6245565
Morocco,MAR,2014,2.4804318
Morocco,MAR,2015,2.3465912
Morocco,MAR,2016,2.2269719
Morocco,MAR,2017,2.1221282
Morocco,MAR,2018,2.027061
Morocco,MAR,2019,1.9425436
Morocco,MAR,2020,1.8630698
Morocco,MAR,2021,1.7946991
Morocco,MAR,2022,1.7261927
Mozambique,MOZ,1963,26.451283
Mozambique,MOZ,1964,26.618967
Mozambique,MOZ,1965,26.746374
Mozambique,MOZ,1966,26.881855
Mozambique,MOZ,1967,26.996893
Mozambique,MOZ,1968,27.066275
Mozambique,MOZ,1969,27.11826
Mozambique,MOZ,1970,27.117733
Mozambique,MOZ,1971,27.088093
Mozambique,MOZ,1972,27.000357
Mozambique,MOZ,1973,26.917027
Mozambique,MOZ,1974,26.836222
Mozambique,MOZ,1975,26.738333
Mozambique,MOZ,1976,26.666666
Mozambique,MOZ,1977,26.605154
Mozambique,MOZ,1978,26.547222
Mozambique,MOZ,1979,26.534184
Mozambique,MOZ,1980,26.542881
Mozambique,MOZ,1981,26.554495
Mozambique,MOZ,1982,26.494776
Mozambique,MOZ,1983,26.358038
Mozambique,MOZ,1984,26.170048
Mozambique,MOZ,1985,25.889248
Mozambique,MOZ,1986,25.57726
Mozambique,MOZ,1987,25.237785
Mozambique,MOZ,1988,24.946983
Mozambique,MOZ,1989,24.650736
Mozambique,MOZ,1990,24.369204
Mozambique,MOZ,1991,24.042248
Mozambique,MOZ,1992,23.684383
Mozambique,MOZ,1993,23.247818
Mozambique,MOZ,1994,22.699883
Mozambique,MOZ,1995,21.993328
Mozambique,MOZ,1996,21.184645
Mozambique,MOZ,1997,20.241184
Mozambique,MOZ,1998,19.224773
Mozambique,MOZ,1999,18.197006
Mozambique,MOZ,2000,17.203865
Mozambique,MOZ,2001,16.281384
Mozambique,MOZ,2002,15.441795
Mozambique,MOZ,2003,14.679346
Mozambique,MOZ,2004,13.986821
Mozambique,MOZ,2005,13.33827
Mozambique,MOZ,2006,12.732215
Mozambique,MOZ,2007,11.983801
Mozambique,MOZ,2008,11.351564
Mozambique,MOZ,2009,10.747064
Mozambique,MOZ,2010,10.451426
Mozambique,MOZ,2011,10.012394
Mozambique,MOZ,2012,9.5754385
Mozambique,MOZ,2013,9.122465
Mozambique,MOZ,2014,8.730132
Mozambique,MOZ,2015,8.277286
Mozambique,MOZ,2016,7.9378076
Mozambique,MOZ,2017,7.696738
Mozambique,MOZ,2018,7.475795
Mozambique,MOZ,2019,7.2027802
Mozambique,MOZ,2020,7.0100565
Mozambique,MOZ,2021,6.8083715
Mozambique,MOZ,2022,6.621415
Myanmar,MMR,1968,18.112537
Myanmar,MMR,1969,17.778873
Myanmar,MMR,1970,17.438465
Myanmar,MMR,1971,17.11797
Myanmar,MMR,1972,16.77306
Myanmar,MMR,1973,16.39607
Myanmar,MMR,1974,16.037163
Myanmar,MMR,1975,15.679838
Myanmar,MMR,1976,15.310278
Myanmar,MMR,1977,14.958241
Myanmar,MMR,1978,14.617628
Myanmar,MMR,1979,14.303075
Myanmar,MMR,1980,13.997539
Myanmar,MMR,1981,13.706625
Myanmar,MMR,1982,13.433179
Myanmar,MMR,1983,13.174898
Myanmar,MMR,1984,12.926573
Myanmar,MMR,1985,12.685779
Myanmar,MMR,1986,12.450609
Myanmar,MMR,1987,12.223131
Myanmar,MMR,1988,11.98769
Myanmar,MMR,1989,11.749445
Myanmar,MMR,1990,11.498688
Myanmar,MMR,1991,11.236334
Myanmar,MMR,1992,10.965448
Myanmar,MMR,1993,10.695215
Myanmar,MMR,1994,10.4327965
Myanmar,MMR,1995,10.175887
Myanmar,MMR,1996,9.908066
Myanmar,MMR,1997,9.65489
Myanmar,MMR,1998,9.400621
Myanmar,MMR,1999,9.153962
Myanmar,MMR,2000,8.909864
Myanmar,MMR,2001,8.669891
Myanmar,MMR,2002,8.428917
Myanmar,MMR,2003,8.18758
Myanmar,MMR,2004,7.9343824
Myanmar,MMR,2005,7.6759806
Myanmar,MMR,2006,7.4086037
Myanmar,MMR,2007,7.1327105
Myanmar,MMR,2008,10.08354
Myanmar,MMR,2009,6.583805
Myanmar,MMR,2010,6.315915
Myanmar,MMR,2011,6.0508704
Myanmar,MMR,2012,5.7968025
Myanmar,MMR,2013,5.559068
Myanmar,MMR,2014,5.340672
Myanmar,MMR,2015,5.1298847
Myanmar,MMR,2016,4.9443398
Myanmar,MMR,2017,4.772898
Myanmar,MMR,2018,4.6017823
Myanmar,MMR,2019,4.446171
Myanmar,MMR,2020,4.291959
Myanmar,MMR,2021,4.1450734
Myanmar,MMR,2022,4.008713
Namibia,NAM,1967,9.601462
Namibia,NAM,1968,9.6387825
Namibia,NAM,1969,9.671861
Namibia,NAM,1970,9.684713
Namibia,NAM,1971,9.729635
Namibia,NAM,1972,9.781404
Namibia,NAM,1973,9.841077
Namibia,NAM,1974,9.919565
Namibia,NAM,1975,10.008759
Namibia,NAM,1976,10.090033
Namibia,NAM,1977,10.16087
Namibia,NAM,1978,10.210466
Namibia,NAM,1979,10.210581
Namibia,NAM,1980,10.150752
Namibia,NAM,1981,9.992762
Namibia,NAM,1982,9.765192
Namibia,NAM,1983,9.482482
Namibia,NAM,1984,9.140915
Namibia,NAM,1985,8.781359
Namibia,NAM,1986,8.417864
Namibia,NAM,1987,8.0884
Namibia,NAM,1988,7.803565
Namibia,NAM,1989,7.5603447
Namibia,NAM,1990,7.3330283
Namibia,NAM,1991,7.166819
Namibia,NAM,1992,7.063765
Namibia,NAM,1993,7.03477
Namibia,NAM,1994,7.0931053
Namibia,NAM,1995,7.2526007
Namibia,NAM,1996,7.468381
Namibia,NAM,1997,7.6525536
Namibia,NAM,1998,7.770289
Namibia,NAM,1999,7.8002787
Namibia,NAM,2000,7.760432
Namibia,NAM,2001,7.6594915
Namibia,NAM,2002,7.528867
Namibia,NAM,2003,7.4394417
Namibia,NAM,2004,7.410105
Namibia,NAM,2005,7.056655
Namibia,NAM,2006,6.5438933
Namibia,NAM,2007,6.1041255
Namibia,NAM,2008,5.547538
Namibia,NAM,2009,5.2081866
Namibia,NAM,2010,4.937005
Namibia,NAM,2011,4.9114103
Namibia,NAM,2012,5.0292196
Namibia,NAM,2013,4.800778
Namibia,NAM,2014,4.5381365
Namibia,NAM,2015,4.5956564
Namibia,NAM,2016,4.527233
Namibia,NAM,2017,4.3986306
Namibia,NAM,2018,4.310844
Namibia,NAM,2019,4.1544814
Namibia,NAM,2020,4.0019317
Namibia,NAM,2021,3.8909695
Namibia,NAM,2022,3.7876105
Nauru,NRU,1985,8.576986
Nauru,NRU,1986,8.177934
Nauru,NRU,1987,7.79159
Nauru,NRU,1988,7.4071326
Nauru,NRU,1989,7.0489364
Nauru,NRU,1990,6.709105
Nauru,NRU,1991,6.380042
Nauru,NRU,1992,6.0695753
Nauru,NRU,1993,5.76595
Nauru,NRU,1994,5.4861355
Nauru,NRU,1995,5.2303505
Nauru,NRU,1996,4.9941435
Nauru,NRU,1997,4.784488
Nauru,NRU,1998,4.5922656
Nauru,NRU,1999,4.415309
Nauru,NRU,2000,4.25996
Nauru,NRU,2001,4.1277795
Nauru,NRU,2002,4.0165634
Nauru,NRU,2003,3.9319663
Nauru,NRU,2004,3.8724122
Nauru,NRU,2005,3.838592
Nauru,NRU,2006,3.8229938
Nauru,NRU,2007,3.821261
Nauru,NRU,2008,3.8195934
Nauru,NRU,2009,3.7938435
Nauru,NRU,2010,3.7509656
Nauru,NRU,2011,3.678643
Nauru,NRU,2012,3.599219
Nauru,NRU,2013,3.5024657
Nauru,NRU,2014,3.4063897
Nauru,NRU,2015,3.310854
Nauru,NRU,2016,3.2174752
Nauru,NRU,2017,3.120909
Nauru,NRU,2018,3.014003
Nauru,NRU,2019,2.9209678
Nauru,NRU,2020,2.826872
Nauru,NRU,2021,2.7329261
Nauru,NRU,2022,2.6488988
Nepal,NPL,1950,34.005257
Nepal,NPL,1951,33.923477
Nepal,NPL,1952,33.821316
Nepal,NPL,1953,33.7156
Nepal,NPL,1954,33.677853
Nepal,NPL,1955,33.611946
Nepal,NPL,1956,33.506374
Nepal,NPL,1957,33.355877
Nepal,NPL,1958,33.188072
Nepal,NPL,1959,32.953503
Nepal,NPL,1960,32.63955
Nepal,NPL,1961,32.242676
Nepal,NPL,1962,31.7812
Nepal,NPL,1963,31.228235
Nepal,NPL,1964,30.609863
Nepal,NPL,1965,29.934952
Nepal,NPL,1966,29.252396
Nepal,NPL,1967,28.585825
Nepal,NPL,1968,27.911922
Nepal,NPL,1969,27.268011
Nepal,NPL,1970,26.651638
Nepal,NPL,1971,26.05602
Nepal,NPL,1972,25.48824
Nepal,NPL,1973,24.93217
Nepal,NPL,1974,24.38277
Nepal,NPL,1975,23.815414
Nepal,NPL,1976,23.256073
Nepal,NPL,1977,22.665026
Nepal,NPL,1978,22.05138
Nepal,NPL,1979,21.408075
Nepal,NPL,1980,20.754805
Nepal,NPL,1981,20.092615
Nepal,NPL,1982,19.431873
Nepal,NPL,1983,18.76849
Nepal,NPL,1984,18.098286
Nepal,NPL,1985,17.4183
Nepal,NPL,1986,16.725008
Nepal,NPL,1987,16.016409
Nepal,NPL,1988,15.288928
Nepal,NPL,1989,14.559199
Nepal,NPL,1990,13.836073
Nepal,NPL,1991,13.129115
Nepal,NPL,1992,12.436891
Nepal,NPL,1993,11.77535
Nepal,NPL,1994,11.145026
Nepal,NPL,1995,10.545256
Nepal,NPL,1996,9.966202
Nepal,NPL,1997,9.408899
Nepal,NPL,1998,8.876421
Nepal,NPL,1999,8.365503
Nepal,NPL,2000,7.888906
Nepal,NPL,2001,7.442688
Nepal,NPL,2002,7.0365243
Nepal,NPL,2003,6.664678
Nepal,NPL,2004,6.3278174
Nepal,NPL,2005,6.020776
Nepal,NPL,2006,5.7451396
Nepal,NPL,2007,5.491207
Nepal,NPL,2008,5.252903
Nepal,NPL,2009,5.027419
Nepal,NPL,2010,4.808932
Nepal,NPL,2011,4.5963964
Nepal,NPL,2012,4.3895025
Nepal,NPL,2013,4.1850653
Nepal,NPL,2014,3.990554
Nepal,NPL,2015,3.8012295
Nepal,NPL,2016,3.618599
Nepal,NPL,2017,3.4466567
Nepal,NPL,2018,3.28309
Nepal,NPL,2019,3.1286566
Nepal,NPL,2020,2.9822917
Nepal,NPL,2021,2.850591
Nepal,NPL,2022,2.7342954
Netherlands,NLD,1949,3.3359954
Netherlands,NLD,1950,3.1879163
Netherlands,NLD,1951,3.043972
Netherlands,NLD,1952,2.9033182
Netherlands,NLD,1953,2.7668421
Netherlands,NLD,1954,2.635143
Netherlands,NLD,1955,2.5116763
Netherlands,NLD,1956,2.4011478
Netherlands,NLD,1957,2.3044848
Netherlands,NLD,1958,2.220769
Netherlands,NLD,1959,2.147266
Netherlands,NLD,1960,2.0830467
Netherlands,NLD,1961,2.0256083
Netherlands,NLD,1962,1.97321
Netherlands,NLD,1963,1.9241905
Netherlands,NLD,1964,1.877785
Netherlands,NLD,1965,1.8321526
Netherlands,NLD,1966,1.7866182
Netherlands,NLD,1967,1.7402337
Netherlands,NLD,1968,1.6909955
Netherlands,NLD,1969,1.6380723
Netherlands,NLD,1970,1.5825557
Netherlands,NLD,1971,1.525919
Netherlands,NLD,1972,1.4695375
Netherlands,NLD,1973,1.4142253
Netherlands,NLD,1974,1.3603189
Netherlands,NLD,1975,1.3081911
Netherlands,NLD,1976,1.2575175
Netherlands,NLD,1977,1.2084831
Netherlands,NLD,1978,1.1632444
Netherlands,NLD,1979,1.122985
Netherlands,NLD,1980,1.0886791
Netherlands,NLD,1981,1.0600429
Netherlands,NLD,1982,1.0364826
Netherlands,NLD,1983,1.0151801
Netherlands,NLD,1984,0.99394476
Netherlands,NLD,1985,0.97131664
Netherlands,NLD,1986,0.9462531
Netherlands,NLD,1987,0.9186571
Netherlands,NLD,1988,0.8901118
Netherlands,NLD,1989,0.86124814
Netherlands,NLD,1990,0.83195096
Netherlands,NLD,1991,0.8019537
Netherlands,NLD,1992,0.77118516
Netherlands,NLD,1993,0.74138415
Netherlands,NLD,1994,0.71388614
Netherlands,NLD,1995,0.69016874
Netherlands,NLD,1996,0.6702996
Netherlands,NLD,1997,0.6544709
Netherlands,NLD,1998,0.64151293
Netherlands,NLD,1999,0.63020366
Netherlands,NLD,2000,0.61877006
Netherlands,NLD,2001,0.60571563
Netherlands,NLD,2002,0.5899447
Netherlands,NLD,2003,0.5717341
Netherlands,NLD,2004,0.55217445
Netherlands,NLD,2005,0.53178304
Netherlands,NLD,2006,0.51124555
Netherlands,NLD,2007,0.49123225
Netherlands,NLD,2008,0.47275305
Netherlands,NLD,2009,0.45647255
Netherlands,NLD,2010,0.44267473
Netherlands,NLD,2011,0.43138146
Netherlands,NLD,2012,0.42245308
Netherlands,NLD,2013,0.41561565
Netherlands,NLD,2014,0.41069633
Netherlands,NLD,2015,0.4074087
Netherlands,NLD,2016,0.4054548
Netherlands,NLD,2017,0.40428942
Netherlands,NLD,2018,0.40331167
Netherlands,NLD,2019,0.40168315
Netherlands,NLD,2020,0.3992918
Netherlands,NLD,2021,0.39588
Netherlands,NLD,2022,0.39123422
New Zealand,NZL,1949,3.6263504
New Zealand,NZL,1950,3.5517654
New Zealand,NZL,1951,3.4748867
New Zealand,NZL,1952,3.3901544
New Zealand,NZL,1953,3.3006306
New Zealand,NZL,1954,3.2112985
New Zealand,NZL,1955,3.1322434
New Zealand,NZL,1956,3.0658824
New Zealand,NZL,1957,3.0062282
New Zealand,NZL,1958,2.945085
New Zealand,NZL,1959,2.874082
New Zealand,NZL,1960,2.7867775
New Zealand,NZL,1961,2.6837144
New Zealand,NZL,1962,2.5766778
New Zealand,NZL,1963,2.4742885
New Zealand,NZL,1964,2.3833015
New Zealand,NZL,1965,2.3082404
New Zealand,NZL,1966,2.24997
New Zealand,NZL,1967,2.202924
New Zealand,NZL,1968,2.1601605
New Zealand,NZL,1969,2.1192102
New Zealand,NZL,1970,2.0768707
New Zealand,NZL,1971,2.0316403
New Zealand,NZL,1972,1.9844072
New Zealand,NZL,1973,1.9360418
New Zealand,NZL,1974,1.8853347
New Zealand,NZL,1975,1.8307016
New Zealand,NZL,1976,1.7726847
New Zealand,NZL,1977,1.7139915
New Zealand,NZL,1978,1.6577402
New Zealand,NZL,1979,1.6057093
New Zealand,NZL,1980,1.5597965
New Zealand,NZL,1981,1.5198858
New Zealand,NZL,1982,1.4831402
New Zealand,NZL,1983,1.4493774
New Zealand,NZL,1984,1.4149504
New Zealand,NZL,1985,1.3783215
New Zealand,NZL,1986,1.3382676
New Zealand,NZL,1987,1.291461
New Zealand,NZL,1988,1.2372154
New Zealand,NZL,1989,1.1775796
New Zealand,NZL,1990,1.1156348
New Zealand,NZL,1991,1.0557029
New Zealand,NZL,1992,1.0001624
New Zealand,NZL,1993,0.9515829
New Zealand,NZL,1994,0.9097649
New Zealand,NZL,1995,0.8728925
New Zealand,NZL,1996,0.8397787
New Zealand,NZL,1997,0.81001294
New Zealand,NZL,1998,0.78334844
New Zealand,NZL,1999,0.7595142
New Zealand,NZL,2000,0.7386316
New Zealand,NZL,2001,0.7198998
New Zealand,NZL,2002,0.7034538
New Zealand,NZL,2003,0.6883408
New Zealand,NZL,2004,0.6749082
New Zealand,NZL,2005,0.6633241
New Zealand,NZL,2006,0.65396124
New Zealand,NZL,2007,0.64612955
New Zealand,NZL,2008,0.63908565
New Zealand,NZL,2009,0.6316903
New Zealand,NZL,2010,0.6228437
New Zealand,NZL,2011,0.6120189
New Zealand,NZL,2012,0.59869975
New Zealand,NZL,2013,0.5837831
New Zealand,NZL,2014,0.56752306
New Zealand,NZL,2015,0.55090725
New Zealand,NZL,2016,0.53455436
New Zealand,NZL,2017,0.5190986
New Zealand,NZL,2018,0.50540316
New Zealand,NZL,2019,0.4935944
New Zealand,NZL,2020,0.4825825
New Zealand,NZL,2021,0.47284788
New Zealand,NZL,2022,0.4627388
Nicaragua,NIC,1955,20.788185
Nicaragua,NIC,1956,20.59801
Nicaragua,NIC,1957,20.397938
Nicaragua,NIC,1958,20.162731
Nicaragua,NIC,1959,19.970812
Nicaragua,NIC,1960,19.746845
Nicaragua,NIC,1961,19.544899
Nicaragua,NIC,1962,19.346601
Nicaragua,NIC,1963,19.13762
Nicaragua,NIC,1964,18.913229
Nicaragua,NIC,1965,18.65811
Nicaragua,NIC,1966,18.400984
Nicaragua,NIC,1967,18.117563
Nicaragua,NIC,1968,17.797272
Nicaragua,NIC,1969,17.445805
