Entity,Code,Year,Births attended by skilled health staff (% of total)
Malawi,MWI,2008,68
Malawi,MWI,2010,71.3
Malawi,MWI,2014,87.4
Malawi,MWI,2016,89.8
Malawi,MWI,2020,96.4
Malaysia,MYS,1990,92.8
Malaysia,MYS,1995,95.1
Malaysia,MYS,1998,96.2
Malaysia,MYS,2000,96.6
Malaysia,MYS,2001,96.8
Malaysia,MYS,2002,97
Malaysia,MYS,2003,97.6
Malaysia,MYS,2004,98
Malaysia,MYS,2005,98.1
Malaysia,MYS,2006,98.4
Malaysia,MYS,2007,98.6
Malaysia,MYS,2008,98.6
Malaysia,MYS,2009,98.6
Malaysia,MYS,2010,98.6
Malaysia,MYS,2011,98.6
Malaysia,MYS,2012,98.7
Malaysia,MYS,2013,98.8
Malaysia,MYS,2014,98.97
Malaysia,MYS,2015,99.4
Malaysia,MYS,2016,99.5
Malaysia,MYS,2017,99.6
Malaysia,MYS,2018,99.6
Malaysia,MYS,2019,99.6
Maldives,MDV,1994,90
Maldives,MDV,2001,70.3
Maldives,MDV,2004,84
Maldives,MDV,2005,91.6
Maldives,MDV,2006,94.2
Maldives,MDV,2007,96.3
Maldives,MDV,2008,98.3
Maldives,MDV,2009,94.8
Maldives,MDV,2010,98.2
Maldives,MDV,2011,98.8
Maldives,MDV,2012,95.5
Maldives,MDV,2013,95.6
Maldives,MDV,2014,95.6
Maldives,MDV,2017,99.5
Mali,MLI,1987,26.2
Mali,MLI,1996,40
Mali,MLI,2001,24.4
Mali,MLI,2006,49
Mali,MLI,2010,28.1
Mali,MLI,2013,58.6
Mali,MLI,2015,43.7
Mali,MLI,2018,67.3
Malta,MLT,1993,98
Malta,MLT,2001,99.9
Malta,MLT,2002,99.5
Malta,MLT,2003,99.5
Malta,MLT,2004,99.9
Malta,MLT,2005,99.7
Malta,MLT,2006,98.8
Malta,MLT,2007,99.8
Malta,MLT,2008,99.9
Malta,MLT,2009,99.8
Malta,MLT,2010,99.8
Malta,MLT,2011,99.8
Malta,MLT,2012,99.5
Malta,MLT,2013,99.9
Malta,MLT,2014,99.9
Malta,MLT,2015,99.8
Malta,MLT,2016,99.8
Malta,MLT,2017,99.7
Malta,MLT,2018,99.7
Malta,MLT,2019,99.7
Malta,MLT,2020,99.89
Marshall Islands,MHL,1998,94.9
Marshall Islands,MHL,2002,95
Marshall Islands,MHL,2007,86.2
Marshall Islands,MHL,2009,86.5
Marshall Islands,MHL,2010,90
Marshall Islands,MHL,2011,90.1
Marshall Islands,MHL,2017,92.4
Mauritania,MRT,1991,40
Mauritania,MRT,2001,53.4
Mauritania,MRT,2007,57.1
Mauritania,MRT,2011,65.1
Mauritania,MRT,2015,69.3
Mauritania,MRT,2021,70.4
Mauritius,MUS,1990,91.1
Mauritius,MUS,1991,94.5
Mauritius,MUS,1992,96.5
Mauritius,MUS,1993,96.3
Mauritius,MUS,1994,97.7
Mauritius,MUS,1995,98.1
Mauritius,MUS,1996,97.5
Mauritius,MUS,1997,97.8
Mauritius,MUS,1998,98.5
Mauritius,MUS,1999,99.8
Mauritius,MUS,2000,99.7
Mauritius,MUS,2003,98.4
Mauritius,MUS,2005,99.2
Mauritius,MUS,2008,99.5
Mauritius,MUS,2009,99.4
Mauritius,MUS,2010,99.5
Mauritius,MUS,2011,99.5
Mauritius,MUS,2012,99.6
Mauritius,MUS,2013,99.7
Mauritius,MUS,2014,99.7
Mauritius,MUS,2015,99.8
Mauritius,MUS,2016,99.7
Mauritius,MUS,2017,99.8
Mauritius,MUS,2018,99.8
Mauritius,MUS,2019,99.8
Mexico,MEX,1987,69.4
Mexico,MEX,1990,83.8
Mexico,MEX,1997,85.7
Mexico,MEX,2000,88.6
Mexico,MEX,2001,88
Mexico,MEX,2002,88.9
Mexico,MEX,2003,89.6
Mexico,MEX,2004,90.3
Mexico,MEX,2005,91.1
Mexico,MEX,2006,93.4
Mexico,MEX,2007,92.7
Mexico,MEX,2008,93.3
Mexico,MEX,2009,95.3
Mexico,MEX,2010,94.5
Mexico,MEX,2011,95.3
Mexico,MEX,2012,99.6
Mexico,MEX,2013,96.1
Mexico,MEX,2014,95.6
Mexico,MEX,2015,97.7
Mexico,MEX,2016,98
Mexico,MEX,2017,96.6
Micronesia (country),FSM,1998,88
Micronesia (country),FSM,1999,83.8
Micronesia (country),FSM,2000,82.8
Micronesia (country),FSM,2001,85.7
Micronesia (country),FSM,2002,81.6
Micronesia (country),FSM,2003,84.6
Micronesia (country),FSM,2005,82.7
Micronesia (country),FSM,2006,85.3
Micronesia (country),FSM,2008,90
Micronesia (country),FSM,2009,100
Middle East and North Africa (WB),,2000,77.7293
Middle East and North Africa (WB),,2010,82.51152
Middle-income countries,,2000,61.526295
Middle-income countries,,2010,70.4661
Middle-income countries,,2019,83.93303
Moldova,MDA,1989,100
Moldova,MDA,1990,100
Moldova,MDA,1991,100
Moldova,MDA,1992,100
Moldova,MDA,1993,100
Moldova,MDA,1994,100
Moldova,MDA,1995,100
Moldova,MDA,1996,100
Moldova,MDA,1997,99.1
Moldova,MDA,1998,98
Moldova,MDA,1999,98
Moldova,MDA,2000,98
Moldova,MDA,2001,99
Moldova,MDA,2002,99.6
Moldova,MDA,2003,99.4
Moldova,MDA,2004,99.3
Moldova,MDA,2005,99.5
Moldova,MDA,2006,99.6
Moldova,MDA,2007,99.6
Moldova,MDA,2008,99.5
Moldova,MDA,2009,99.7
Moldova,MDA,2010,99.2
Moldova,MDA,2011,99.4
Moldova,MDA,2012,99.2
Moldova,MDA,2013,99.8
Moldova,MDA,2014,99.7
Moldova,MDA,2015,99.7
Moldova,MDA,2016,99.7
Moldova,MDA,2017,99.7
Moldova,MDA,2018,99.7
Moldova,MDA,2019,99.7
Moldova,MDA,2020,99.6
Mongolia,MNG,1998,97.1
Mongolia,MNG,2000,96.6
Mongolia,MNG,2003,98.6
Mongolia,MNG,2004,99.7
Mongolia,MNG,2005,99.2
Mongolia,MNG,2008,99.4
Mongolia,MNG,2010,98.8
Mongolia,MNG,2013,98.9
Mongolia,MNG,2014,98.9
Mongolia,MNG,2018,99.3
Montenegro,MNE,2000,99.1
Montenegro,MNE,2001,96.6
Montenegro,MNE,2002,98
Montenegro,MNE,2003,98.9
Montenegro,MNE,2004,98.3
Montenegro,MNE,2005,99
Montenegro,MNE,2006,87.2
Montenegro,MNE,2007,99.7
Montenegro,MNE,2008,99.9
Montenegro,MNE,2009,99.5
Montenegro,MNE,2013,99
Montenegro,MNE,2018,98.8
Morocco,MAR,1984,24
Morocco,MAR,1987,26
Morocco,MAR,1992,30.8
Morocco,MAR,1995,39.6
Morocco,MAR,1997,45.6
Morocco,MAR,2004,62.6
Morocco,MAR,2010,74.1
Morocco,MAR,2011,73.6
Morocco,MAR,2018,86.6
Mozambique,MOZ,1997,44.2
Mozambique,MOZ,2003,47.7
Mozambique,MOZ,2008,55.3
Mozambique,MOZ,2011,54.3
Mozambique,MOZ,2015,73
Myanmar,MMR,1991,46.3
Myanmar,MMR,1997,56.4
Myanmar,MMR,2001,57
Myanmar,MMR,2003,67.5
Myanmar,MMR,2007,63.9
Myanmar,MMR,2010,70.6
Myanmar,MMR,2016,60.2
Namibia,NAM,1992,68.2
Namibia,NAM,2000,75.5
Namibia,NAM,2007,81.4
Namibia,NAM,2013,88.2
Nauru,NRU,2007,97.4
Nepal,NPL,1991,7.4
Nepal,NPL,1996,9
Nepal,NPL,2000,11.9
Nepal,NPL,2001,10.8
Nepal,NPL,2004,15.8
Nepal,NPL,2006,18.7
Nepal,NPL,2011,36
Nepal,NPL,2014,55.6
Nepal,NPL,2016,58
Nepal,NPL,2017,58
Nepal,NPL,2019,77.2
Netherlands,NLD,1998,100
Netherlands,NLD,2003,100
New Zealand,NZL,1994,95
New Zealand,NZL,1995,100
New Zealand,NZL,1999,92
New Zealand,NZL,2000,97.3
New Zealand,NZL,2001,96.6
New Zealand,NZL,2002,99.2
New Zealand,NZL,2003,98.2
New Zealand,NZL,2004,94
New Zealand,NZL,2005,96.6
New Zealand,NZL,2006,96.8
New Zealand,NZL,2007,96.7
New Zealand,NZL,2008,96.7
New Zealand,NZL,2009,96.7
New Zealand,NZL,2010,96.8
New Zealand,NZL,2011,96.7
New Zealand,NZL,2012,96.8
New Zealand,NZL,2013,96.7
New Zealand,NZL,2014,96.7
New Zealand,NZL,2015,96.3
New Zealand,NZL,2016,96.5
New Zealand,NZL,2017,96.6
New Zealand,NZL,2018,96.4
Nicaragua,NIC,1993,61
Nicaragua,NIC,1998,64.6
Nicaragua,NIC,2001,89.7
Nicaragua,NIC,2002,72.6
Nicaragua,NIC,2003,74.1
Nicaragua,NIC,2004,76
Nicaragua,NIC,2005,78.6
Nicaragua,NIC,2006,79.3
Nicaragua,NIC,2007,73.7
Nicaragua,NIC,2008,85.3
Nicaragua,NIC,2010,88
Nicaragua,NIC,2011,89.7
Nicaragua,NIC,2012,87
Nicaragua,NIC,2013,92.4
Nicaragua,NIC,2014,93.4
Nicaragua,NIC,2015,94
Nicaragua,NIC,2016,94.1
Nicaragua,NIC,2017,94.1
Niger,NER,1992,14.9
Niger,NER,1998,17.6
Niger,NER,2000,15.7
Niger,NER,2006,17.6
Niger,NER,2012,29.3
Niger,NER,2015,39.7
Niger,NER,2016,39.1
Niger,NER,2021,43.6
Nigeria,NGA,1990,32
Nigeria,NGA,1999,41.6
Nigeria,NGA,2003,35.1
Nigeria,NGA,2008,38.9
Nigeria,NGA,2011,47.3
Nigeria,NGA,2013,38.1
Nigeria,NGA,2017,43
Nigeria,NGA,2018,43.3
North America (WB),,1990,99.19094
North America (WB),,2000,99.392525
North America (WB),,2010,99.322136
North America (WB),,2019,98.909546
North Korea,PRK,2000,96.7
North Korea,PRK,2004,97.1
North Korea,PRK,2009,100
North Korea,PRK,2017,99.5
North Macedonia,MKD,1989,87.8
North Macedonia,MKD,1990,88.9
North Macedonia,MKD,1991,89.3
North Macedonia,MKD,1992,90.9
North Macedonia,MKD,1993,93.3
North Macedonia,MKD,1994,93.4
North Macedonia,MKD,1995,94.1
North Macedonia,MKD,1996,95
North Macedonia,MKD,1997,95.6
North Macedonia,MKD,1998,96.6
North Macedonia,MKD,1999,97
North Macedonia,MKD,2000,97.7
North Macedonia,MKD,2001,97.6
North Macedonia,MKD,2002,98.2
North Macedonia,MKD,2003,99
North Macedonia,MKD,2004,99
North Macedonia,MKD,2005,99.1
North Macedonia,MKD,2006,97.8
North Macedonia,MKD,2007,99.6
North Macedonia,MKD,2008,99.7
North Macedonia,MKD,2009,99.8
North Macedonia,MKD,2010,99.9
North Macedonia,MKD,2011,89.1
North Macedonia,MKD,2012,99.9
North Macedonia,MKD,2013,99.9
North Macedonia,MKD,2014,99.9
North Macedonia,MKD,2015,99.9
North Macedonia,MKD,2016,99.9
North Macedonia,MKD,2017,99.9
North Macedonia,MKD,2018,99.9
North Macedonia,MKD,2019,100
Northern Mariana Islands,MNP,2000,99.6
Norway,NOR,1988,100
Norway,NOR,1990,99.4
Norway,NOR,1991,99.3
Norway,NOR,1992,99.3
Norway,NOR,1993,99.4
Norway,NOR,1994,99.3
Norway,NOR,1995,99.2
Norway,NOR,1996,99.2
Norway,NOR,1997,99.1
Norway,NOR,1998,99.1
Norway,NOR,1999,99.1
Norway,NOR,2000,99
Norway,NOR,2001,99.1
Norway,NOR,2002,99.1
Norway,NOR,2003,99
Norway,NOR,2004,99.1
Norway,NOR,2005,99.2
Norway,NOR,2006,99.2
Norway,NOR,2007,99.1
Norway,NOR,2008,99.2
Norway,NOR,2009,99.2
Norway,NOR,2010,99.1
Norway,NOR,2011,99.2
Norway,NOR,2012,99.2
Norway,NOR,2013,99.1
Norway,NOR,2014,99.1
Norway,NOR,2015,99.1
Norway,NOR,2016,99.1
Norway,NOR,2017,99.2
Norway,NOR,2018,99.2
Norway,NOR,2019,99.3
Norway,NOR,2020,99.2
Oman,OMN,1987,87
Oman,OMN,1995,91.1
Oman,OMN,2000,94.7
Oman,OMN,2005,98
Oman,OMN,2006,98
Oman,OMN,2007,99
Oman,OMN,2008,98.6
Oman,OMN,2009,98.6
Oman,OMN,2010,98.6
Oman,OMN,2011,98.6
Oman,OMN,2012,98.6
Oman,OMN,2013,98.6
Oman,OMN,2014,99.1
Oman,OMN,2015,98.65
Oman,OMN,2016,98.68
Oman,OMN,2017,98.68
Oman,OMN,2018,98.6
Oman,OMN,2019,98.6
Oman,OMN,2020,99.9
Pakistan,PAK,1991,17.2
Pakistan,PAK,1997,18
Pakistan,PAK,1999,18
Pakistan,PAK,2001,23
Pakistan,PAK,2002,23
Pakistan,PAK,2005,31
Pakistan,PAK,2006,56
Pakistan,PAK,2007,38.8
Pakistan,PAK,2008,40
Pakistan,PAK,2009,41
Pakistan,PAK,2011,43
Pakistan,PAK,2012,51
Pakistan,PAK,2013,52.1
Pakistan,PAK,2015,59
Pakistan,PAK,2018,69.3
Pakistan,PAK,2019,73.7
Pakistan,PAK,2020,68
Palau,PLW,1990,100
Palau,PLW,1995,100
Palau,PLW,1998,100
Palau,PLW,2000,100
Palau,PLW,2002,100
Palau,PLW,2006,100
Palau,PLW,2007,100
Palau,PLW,2008,100
Palau,PLW,2009,99.3
Palau,PLW,2010,99.6
Palau,PLW,2011,100
Palau,PLW,2012,97.4
Palau,PLW,2013,99.1
Palau,PLW,2014,100
Palau,PLW,2015,100
Palau,PLW,2016,100
Palau,PLW,2017,100
Palau,PLW,2018,100
Palau,PLW,2019,100
Palau,PLW,2020,97.2
Palestine,PSE,1996,94.9
Palestine,PSE,2000,97.4
Palestine,PSE,2004,98.3
Palestine,PSE,2005,97
Palestine,PSE,2006,96.6
Palestine,PSE,2010,99
Palestine,PSE,2014,99.6
Palestine,PSE,2020,99.7
Panama,PAN,1992,85.8
Panama,PAN,1993,86.9
Panama,PAN,1994,88
Panama,PAN,1995,88.3
Panama,PAN,1996,89.9
Panama,PAN,1997,89.5
Panama,PAN,1998,90
Panama,PAN,1999,90.1
Panama,PAN,2000,90.5
Panama,PAN,2001,92.1
Panama,PAN,2002,94.2
Panama,PAN,2003,92.5
Panama,PAN,2004,91.3
Panama,PAN,2005,91.1
Panama,PAN,2006,91
Panama,PAN,2007,91.5
Panama,PAN,2008,91.8
Panama,PAN,2009,88.6
Panama,PAN,2010,92.7
Panama,PAN,2011,93.5
Panama,PAN,2012,94.3
Panama,PAN,2013,91.4
Panama,PAN,2014,93.9
Panama,PAN,2015,96.3
Panama,PAN,2016,94.6
Panama,PAN,2017,94.2
Panama,PAN,2018,92.9
Panama,PAN,2019,95
Papua New Guinea,PNG,1995,42
Papua New Guinea,PNG,1996,51.3
Papua New Guinea,PNG,2000,41
Papua New Guinea,PNG,2001,39
Papua New Guinea,PNG,2004,39
Papua New Guinea,PNG,2006,53
Papua New Guinea,PNG,2018,56.4
Paraguay,PRY,1990,66
Paraguay,PRY,1996,60.8
Paraguay,PRY,1998,60.8
Paraguay,PRY,1999,85.6
Paraguay,PRY,2000,85
Paraguay,PRY,2001,85.9
Paraguay,PRY,2002,85.8
Paraguay,PRY,2003,85.9
Paraguay,PRY,2004,77.2
Paraguay,PRY,2005,87.5
Paraguay,PRY,2006,90.5
Paraguay,PRY,2007,90.6
Paraguay,PRY,2008,87.2
Paraguay,PRY,2009,93.8
Paraguay,PRY,2010,95.6
Paraguay,PRY,2011,95.8
Paraguay,PRY,2012,95.7
Paraguay,PRY,2013,96.8
Paraguay,PRY,2014,96.4
Paraguay,PRY,2015,96.3
Paraguay,PRY,2016,95.5
Paraguay,PRY,2017,97.3
Paraguay,PRY,2018,97.7
Peru,PER,1986,49
Peru,PER,1992,80
Peru,PER,1996,55.1
Peru,PER,2000,62.5
Peru,PER,2004,71.1
Peru,PER,2006,74.7
Peru,PER,2008,82.1
Peru,PER,2009,82.5
Peru,PER,2010,83.8
Peru,PER,2011,85
Peru,PER,2012,86.7
Peru,PER,2013,89.1
Peru,PER,2014,90
Peru,PER,2015,91.6
Peru,PER,2016,92.4
Peru,PER,2017,93.6
Peru,PER,2018,93.7
Peru,PER,2019,94.4
Peru,PER,2020,95.7
Philippines,PHL,1993,52.8
Philippines,PHL,1998,56.4
Philippines,PHL,1999,58
Philippines,PHL,2000,58
Philippines,PHL,2003,59.8
Philippines,PHL,2008,62.2
Philippines,PHL,2011,72.2
Philippines,PHL,2013,72.8
Philippines,PHL,2017,84.4
Poland,POL,1986,99
Poland,POL,1989,99.6
Poland,POL,1990,97.8
Poland,POL,1991,99.6
Poland,POL,1992,99.6
Poland,POL,1993,99.6
Poland,POL,1994,99.6
Poland,POL,1995,99.6
Poland,POL,1996,99.7
Poland,POL,1997,99.7
Poland,POL,1998,99.7
Poland,POL,1999,99.7
Poland,POL,2000,99.4
Poland,POL,2001,99.8
Poland,POL,2002,99.8
Poland,POL,2003,99.8
Poland,POL,2004,99.8
Poland,POL,2005,99.3
Poland,POL,2006,99.4
Poland,POL,2007,99.4
Poland,POL,2008,99.4
Poland,POL,2009,99.7
Poland,POL,2010,99.9
Poland,POL,2011,99.9
Poland,POL,2012,99.9
Poland,POL,2013,99.9
Poland,POL,2014,99.9
Poland,POL,2015,99.9
Poland,POL,2016,99.8
Poland,POL,2017,99.8
Poland,POL,2018,99.8
Poland,POL,2019,99.8
Poland,POL,2020,99.7
Portugal,PRT,1989,98
Portugal,PRT,1998,99.7
Portugal,PRT,2000,99.7
Portugal,PRT,2001,99.9
Portugal,PRT,2011,99.9
Portugal,PRT,2012,99.9
Portugal,PRT,2013,99.9
Portugal,PRT,2014,99.9
Portugal,PRT,2015,99.9
Portugal,PRT,2016,99.9
Portugal,PRT,2017,99.9
Portugal,PRT,2018,99.9
Portugal,PRT,2019,99.9
Portugal,PRT,2020,98.6
Puerto Rico,PRI,2004,99.8
Qatar,QAT,1990,100
Qatar,QAT,1991,100
Qatar,QAT,1992,100
Qatar,QAT,1993,100
Qatar,QAT,1995,100
Qatar,QAT,1996,100
Qatar,QAT,1997,100
Qatar,QAT,1998,98
Qatar,QAT,1999,100
Qatar,QAT,2000,100
Qatar,QAT,2001,100
Qatar,QAT,2002,100
Qatar,QAT,2003,100
Qatar,QAT,2004,100
Qatar,QAT,2005,100
Qatar,QAT,2006,100
Qatar,QAT,2007,100
Qatar,QAT,2008,100
Qatar,QAT,2009,100
Qatar,QAT,2010,100
Qatar,QAT,2011,100
Qatar,QAT,2012,100
Qatar,QAT,2014,99.9
Qatar,QAT,2015,99.9
Qatar,QAT,2016,100
Qatar,QAT,2017,100
Qatar,QAT,2018,100
Qatar,QAT,2019,100
Romania,ROU,1989,99.9
Romania,ROU,1990,99.8
Romania,ROU,1991,99.9
Romania,ROU,1992,99.7
Romania,ROU,1993,98.9
Romania,ROU,1994,99
Romania,ROU,1995,99.1
Romania,ROU,1996,99
Romania,ROU,1997,98.3
Romania,ROU,1998,99
Romania,ROU,1999,98
Romania,ROU,2000,99
Romania,ROU,2001,99
Romania,ROU,2002,99.1
Romania,ROU,2003,99.2
Romania,ROU,2004,98.9
Romania,ROU,2005,98.1
Romania,ROU,2006,98.2
Romania,ROU,2007,98.8
Romania,ROU,2008,99.4
Romania,ROU,2009,99.5
Romania,ROU,2010,99.5
Romania,ROU,2011,99.4
Romania,ROU,2012,99.5
Romania,ROU,2013,96.6
Romania,ROU,2014,95.4
Romania,ROU,2015,94.3
Romania,ROU,2016,95
Romania,ROU,2017,93.5
Romania,ROU,2018,93.1
Romania,ROU,2019,93.1
Russia,RUS,1989,99.2
Russia,RUS,1990,99.2
Russia,RUS,1991,99.2
Russia,RUS,1992,99.1
Russia,RUS,1993,99.1
Russia,RUS,1994,99.1
Russia,RUS,1995,99.1
Russia,RUS,1996,99.1
Russia,RUS,1997,99.1
Russia,RUS,1998,99.1
Russia,RUS,1999,99.1
Russia,RUS,2000,99.2
Russia,RUS,2001,99.3
Russia,RUS,2002,99.3
Russia,RUS,2003,99.4
Russia,RUS,2004,99.4
Russia,RUS,2005,99.4
Russia,RUS,2006,99.5
Russia,RUS,2007,99.6
Russia,RUS,2008,99.6
Russia,RUS,2009,99.7
Russia,RUS,2010,99.7
Russia,RUS,2011,99.7
Russia,RUS,2012,99.7
Russia,RUS,2013,99.7
Russia,RUS,2014,99.7
Russia,RUS,2015,99.7
Russia,RUS,2016,99.7
Russia,RUS,2017,99.7
Russia,RUS,2018,99.7
Russia,RUS,2019,99.7
Russia,RUS,2020,99.6
Rwanda,RWA,1992,25.9
Rwanda,RWA,2000,26.7
Rwanda,RWA,2005,28.4
Rwanda,RWA,2008,52.1
Rwanda,RWA,2010,69
Rwanda,RWA,2011,69
Rwanda,RWA,2015,90.7
Rwanda,RWA,2020,94.2
Saint Kitts and Nevis,KNA,1995,100
Saint Kitts and Nevis,KNA,1998,99.4
Saint Kitts and Nevis,KNA,2000,99.4
Saint Kitts and Nevis,KNA,2002,99.5
Saint Kitts and Nevis,KNA,2004,100
Saint Kitts and Nevis,KNA,2005,100
Saint Kitts and Nevis,KNA,2006,100
Saint Kitts and Nevis,KNA,2007,100
Saint Kitts and Nevis,KNA,2008,100
Saint Kitts and Nevis,KNA,2009,100
Saint Kitts and Nevis,KNA,2010,100
Saint Kitts and Nevis,KNA,2011,100
Saint Kitts and Nevis,KNA,2012,100
Saint Kitts and Nevis,KNA,2013,100
Saint Kitts and Nevis,KNA,2014,100
Saint Kitts and Nevis,KNA,2015,100
Saint Kitts and Nevis,KNA,2018,100
Saint Kitts and Nevis,KNA,2019,100
Saint Kitts and Nevis,KNA,2020,100
Saint Lucia,LCA,1995,100
Saint Lucia,LCA,1997,99.7
Saint Lucia,LCA,2000,100
Saint Lucia,LCA,2002,98
Saint Lucia,LCA,2003,99
Saint Lucia,LCA,2004,100
Saint Lucia,LCA,2005,100
Saint Lucia,LCA,2006,97.9
Saint Lucia,LCA,2007,100
Saint Lucia,LCA,2008,100
Saint Lucia,LCA,2010,98.5
Saint Lucia,LCA,2012,98.7
Saint Lucia,LCA,2014,99.1
Saint Lucia,LCA,2015,99.1
Saint Lucia,LCA,2017,100
Saint Lucia,LCA,2018,100
Saint Lucia,LCA,2019,100
Saint Vincent and the Grenadines,VCT,1995,100
Saint Vincent and the Grenadines,VCT,1998,98
Saint Vincent and the Grenadines,VCT,1999,99.3
Saint Vincent and the Grenadines,VCT,2000,100
Saint Vincent and the Grenadines,VCT,2001,100
Saint Vincent and the Grenadines,VCT,2002,100
Saint Vincent and the Grenadines,VCT,2004,100
Saint Vincent and the Grenadines,VCT,2005,100
Saint Vincent and the Grenadines,VCT,2007,100
Saint Vincent and the Grenadines,VCT,2008,99.2
Saint Vincent and the Grenadines,VCT,2009,98.9
Saint Vincent and the Grenadines,VCT,2010,98.3
Saint Vincent and the Grenadines,VCT,2011,98.8
Saint Vincent and the Grenadines,VCT,2012,99.2
Saint Vincent and the Grenadines,VCT,2013,99
Saint Vincent and the Grenadines,VCT,2014,99.9
Saint Vincent and the Grenadines,VCT,2015,98.7
Saint Vincent and the Grenadines,VCT,2016,98.6
Samoa,WSM,1990,76
Samoa,WSM,1998,100
Samoa,WSM,2000,80
Samoa,WSM,2004,100
Samoa,WSM,2009,80.8
Samoa,WSM,2014,82.5
Samoa,WSM,2020,88.9
Sao Tome and Principe,STP,2000,78.6
Sao Tome and Principe,STP,2003,76.4
Sao Tome and Principe,STP,2006,80.7
Sao Tome and Principe,STP,2009,81.7
Sao Tome and Principe,STP,2014,92.5
Sao Tome and Principe,STP,2019,96.8
Saudi Arabia,SAU,1990,88
Saudi Arabia,SAU,1995,91.4
Saudi Arabia,SAU,1996,91.4
Saudi Arabia,SAU,2000,91
Saudi Arabia,SAU,2004,96
Saudi Arabia,SAU,2005,96
Saudi Arabia,SAU,2006,96
Saudi Arabia,SAU,2007,97
Saudi Arabia,SAU,2008,97
Saudi Arabia,SAU,2009,97
Saudi Arabia,SAU,2010,97
Saudi Arabia,SAU,2013,98
Saudi Arabia,SAU,2015,98
Saudi Arabia,SAU,2016,98
Saudi Arabia,SAU,2017,99.7
Saudi Arabia,SAU,2018,99.4
Saudi Arabia,SAU,2019,98.7
Senegal,SEN,1986,22
Senegal,SEN,1993,47.2
Senegal,SEN,1997,46.5
Senegal,SEN,1999,48.3
Senegal,SEN,2000,57.8
Senegal,SEN,2002,58
Senegal,SEN,2004,58
Senegal,SEN,2005,51.9
Senegal,SEN,2011,65.1
Senegal,SEN,2013,50.5
Senegal,SEN,2014,59.1
Senegal,SEN,2015,53.2
Senegal,SEN,2016,58.6
Senegal,SEN,2017,68.4
Senegal,SEN,2018,74.2
Senegal,SEN,2019,74.5
Serbia,SRB,1995,98.7
Serbia,SRB,1996,98.8
Serbia,SRB,2000,98
Serbia,SRB,2001,98.2
Serbia,SRB,2002,99.2
Serbia,SRB,2003,98.5
Serbia,SRB,2004,98.7
Serbia,SRB,2005,99.7
Serbia,SRB,2006,88.9
Serbia,SRB,2007,99.8
Serbia,SRB,2008,99.7
Serbia,SRB,2009,99.8
Serbia,SRB,2010,99.7
Serbia,SRB,2011,99
Serbia,SRB,2012,99
Serbia,SRB,2013,99.9
Serbia,SRB,2014,98.4
Serbia,SRB,2019,99.9
Seychelles,SYC,1990,98
Seychelles,SYC,1995,99
Seychelles,SYC,2000,99
Seychelles,SYC,2005,99
Seychelles,SYC,2006,99
Seychelles,SYC,2007,100
Seychelles,SYC,2008,100
Seychelles,SYC,2009,99
Seychelles,SYC,2010,99
Seychelles,SYC,2011,99
Seychelles,SYC,2012,99
Seychelles,SYC,2019,98.8
Seychelles,SYC,2020,99.5
Sierra Leone,SLE,2000,37.1
Sierra Leone,SLE,2005,40
Sierra Leone,SLE,2008,42.4
Sierra Leone,SLE,2010,60.8
Sierra Leone,SLE,2013,59.7
Sierra Leone,SLE,2017,81.6
Sierra Leone,SLE,2019,86.9
Singapore,SGP,1996,99.7
Singapore,SGP,1997,99.7
Singapore,SGP,1998,99.7
Singapore,SGP,1999,99.7
Singapore,SGP,2000,99.7
Singapore,SGP,2001,99.6
Singapore,SGP,2002,99.7
Singapore,SGP,2003,99.7
Singapore,SGP,2004,99.7
Singapore,SGP,2005,99.7
Singapore,SGP,2006,99.7
Singapore,SGP,2007,99.7
Singapore,SGP,2008,99.8
Singapore,SGP,2009,99.7
Singapore,SGP,2010,99.7
Singapore,SGP,2011,99.7
Singapore,SGP,2012,99.7
Singapore,SGP,2013,99.6
Singapore,SGP,2014,99.7
Singapore,SGP,2015,99.7
Singapore,SGP,2016,99.7
Singapore,SGP,2017,99.6
Singapore,SGP,2018,99.6
Singapore,SGP,2019,99.6
Singapore,SGP,2020,99.6
Slovakia,SVK,1989,100
Slovakia,SVK,1990,100
Slovakia,SVK,1991,100
Slovakia,SVK,1992,100
Slovakia,SVK,1993,100
Slovakia,SVK,1994,100
Slovakia,SVK,1995,100
Slovakia,SVK,1996,100
Slovakia,SVK,1997,100
Slovakia,SVK,1998,100
Slovakia,SVK,1999,100
Slovakia,SVK,2000,100
Slovakia,SVK,2001,99.43
Slovakia,SVK,2002,99.43
Slovakia,SVK,2003,99.46
Slovakia,SVK,2004,99.51
Slovakia,SVK,2005,99.51
Slovakia,SVK,2006,99.52
Slovakia,SVK,2007,99.22
Slovakia,SVK,2008,99.51
Slovakia,SVK,2009,99.52
Slovakia,SVK,2010,99.21
Slovakia,SVK,2011,99
Slovakia,SVK,2012,99.5
Slovakia,SVK,2013,98.6
Slovakia,SVK,2014,98.3
Slovakia,SVK,2015,97
Slovakia,SVK,2016,98.1
Slovakia,SVK,2017,98.8
Slovakia,SVK,2018,98
Slovakia,SVK,2019,98.3
Slovakia,SVK,2020,98.2
Slovenia,SVN,1989,99.6
Slovenia,SVN,1990,99.9
Slovenia,SVN,1991,99.9
Slovenia,SVN,1992,99.9
Slovenia,SVN,1993,99.9
Slovenia,SVN,1994,99.9
