Entity,Code,Year,Deaths - Sex: all - Age: 0 - Variant: estimates
Israel,ISR,1959,2000.9999
Israel,ISR,1960,2055
Israel,ISR,1961,1796
Israel,ISR,1962,2101
Israel,ISR,1963,1876
Israel,ISR,1964,2020
Israel,ISR,1965,1963
Israel,ISR,1966,1771
Israel,ISR,1967,1736
Israel,ISR,1968,1738
Israel,ISR,1969,1692
Israel,ISR,1970,1735
Israel,ISR,1971,1680
Israel,ISR,1972,1816
Israel,ISR,1973,1990
Israel,ISR,1974,2123
Israel,ISR,1975,2123
Israel,ISR,1976,1944
Israel,ISR,1977,1686
Israel,ISR,1978,1578
Israel,ISR,1979,1533
Israel,ISR,1980,1401
Israel,ISR,1981,1417
Israel,ISR,1982,1360
Israel,ISR,1983,1353
Israel,ISR,1984,1199
Israel,ISR,1985,1112
Israel,ISR,1986,1067
Israel,ISR,1987,1006.00006
Israel,ISR,1988,912
Israel,ISR,1989,872
Israel,ISR,1990,877
Israel,ISR,1991,859
Israel,ISR,1992,977
Israel,ISR,1993,857
Israel,ISR,1994,844
Israel,ISR,1995,775
Israel,ISR,1996,721
Israel,ISR,1997,762
Israel,ISR,1998,760
Israel,ISR,1999,753
Israel,ISR,2000,746
Israel,ISR,2001,700
Israel,ISR,2002,760
Israel,ISR,2003,727
Israel,ISR,2004,662
Israel,ISR,2005,618
Israel,ISR,2006,588
Israel,ISR,2007,581
Israel,ISR,2008,595
Israel,ISR,2009,613
Israel,ISR,2010,605
Israel,ISR,2011,562
Israel,ISR,2012,585
Israel,ISR,2013,513
Israel,ISR,2014,528
Israel,ISR,2015,524
Israel,ISR,2016,520
Israel,ISR,2017,531
Israel,ISR,2018,530
Israel,ISR,2019,505
Israel,ISR,2020,384
Israel,ISR,2021,494
Israel,ISR,2022,474
Israel,ISR,2023,481
Italy,ITA,1950,58445
Italy,ITA,1951,56428
Italy,ITA,1952,53583
Italy,ITA,1953,48746
Italy,ITA,1954,46953
Italy,ITA,1955,44289
Italy,ITA,1956,42820
Italy,ITA,1957,44532
Italy,ITA,1958,42175
Italy,ITA,1959,41497
Italy,ITA,1960,39606
Italy,ITA,1961,38077
Italy,ITA,1962,38993
Italy,ITA,1963,38510
Italy,ITA,1964,36955
Italy,ITA,1965,34999
Italy,ITA,1966,33584
Italy,ITA,1967,31023
Italy,ITA,1968,30183
Italy,ITA,1969,28751
Italy,ITA,1970,26343
Italy,ITA,1971,25903
Italy,ITA,1972,23751
Italy,ITA,1973,22609
Italy,ITA,1974,19831
Italy,ITA,1975,17016
Italy,ITA,1976,14881
Italy,ITA,1977,13120
Italy,ITA,1978,11867
Italy,ITA,1979,10224
Italy,ITA,1980,9209
Italy,ITA,1981,8773
Italy,ITA,1982,8068
Italy,ITA,1983,7194
Italy,ITA,1984,6551
Italy,ITA,1985,5927
Italy,ITA,1986,5522
Italy,ITA,1987,5355
Italy,ITA,1988,5249
Italy,ITA,1989,4857
Italy,ITA,1990,4637
Italy,ITA,1991,4747
Italy,ITA,1992,4618
Italy,ITA,1993,3848
Italy,ITA,1994,3450
Italy,ITA,1995,3244
Italy,ITA,1996,3233
Italy,ITA,1997,2917
Italy,ITA,1998,2860
Italy,ITA,1999,2743
Italy,ITA,2000,2449
Italy,ITA,2001,2480
Italy,ITA,2002,2366
Italy,ITA,2003,2020.9999
Italy,ITA,2004,2133
Italy,ITA,2005,1985
Italy,ITA,2006,1928
Italy,ITA,2007,1855
Italy,ITA,2008,1912
Italy,ITA,2009,1956
Italy,ITA,2010,1787
Italy,ITA,2011,1690
Italy,ITA,2012,1591
Italy,ITA,2013,1499
Italy,ITA,2014,1372
Italy,ITA,2015,1378
Italy,ITA,2016,1317
Italy,ITA,2017,1306
Italy,ITA,2018,1245
Italy,ITA,2019,1050
Italy,ITA,2020,1006.00006
Italy,ITA,2021,922
Italy,ITA,2022,1041
Italy,ITA,2023,869
Jamaica,JAM,1950,4472
Jamaica,JAM,1951,4586
Jamaica,JAM,1952,4536
Jamaica,JAM,1953,4522
Jamaica,JAM,1954,4511
Jamaica,JAM,1955,4497
Jamaica,JAM,1956,4480
Jamaica,JAM,1957,4444
Jamaica,JAM,1958,4400
Jamaica,JAM,1959,4300
Jamaica,JAM,1960,4232
Jamaica,JAM,1961,4093.9998
Jamaica,JAM,1962,3934
Jamaica,JAM,1963,3819
Jamaica,JAM,1964,3711
Jamaica,JAM,1965,3555
Jamaica,JAM,1966,3412
Jamaica,JAM,1967,3284
Jamaica,JAM,1968,3139
Jamaica,JAM,1969,2993
Jamaica,JAM,1970,2858
Jamaica,JAM,1971,2735
Jamaica,JAM,1972,2621
Jamaica,JAM,1973,2553
Jamaica,JAM,1974,2405
Jamaica,JAM,1975,2284
Jamaica,JAM,1976,2176
Jamaica,JAM,1977,2081
Jamaica,JAM,1978,2000
Jamaica,JAM,1979,1950
Jamaica,JAM,1980,1879
Jamaica,JAM,1981,1838
Jamaica,JAM,1982,1812
Jamaica,JAM,1983,1791
Jamaica,JAM,1984,1748
Jamaica,JAM,1985,1685
Jamaica,JAM,1986,1629
Jamaica,JAM,1987,1556
Jamaica,JAM,1988,1510
Jamaica,JAM,1989,1455
Jamaica,JAM,1990,1435
Jamaica,JAM,1991,1431
Jamaica,JAM,1992,1414
Jamaica,JAM,1993,1372
Jamaica,JAM,1994,1315
Jamaica,JAM,1995,1249
Jamaica,JAM,1996,1184
Jamaica,JAM,1997,1115
Jamaica,JAM,1998,1046
Jamaica,JAM,1999,978
Jamaica,JAM,2000,911
Jamaica,JAM,2001,879
Jamaica,JAM,2002,854
Jamaica,JAM,2003,833
Jamaica,JAM,2004,815
Jamaica,JAM,2005,795
Jamaica,JAM,2006,774
Jamaica,JAM,2007,753
Jamaica,JAM,2008,731
Jamaica,JAM,2009,707
Jamaica,JAM,2010,684
Jamaica,JAM,2011,657
Jamaica,JAM,2012,634
Jamaica,JAM,2013,615
Jamaica,JAM,2014,599
Jamaica,JAM,2015,586
Jamaica,JAM,2016,571
Jamaica,JAM,2017,557
Jamaica,JAM,2018,550
Jamaica,JAM,2019,547
Jamaica,JAM,2020,540
Jamaica,JAM,2021,539
Jamaica,JAM,2022,536
Jamaica,JAM,2023,526
Japan,JPN,1950,138935
Japan,JPN,1951,123216
Japan,JPN,1952,101720
Japan,JPN,1953,93440
Japan,JPN,1954,81719
Japan,JPN,1955,71176
Japan,JPN,1956,69791
Japan,JPN,1957,63819
Japan,JPN,1958,60551
Japan,JPN,1959,55940
Japan,JPN,1960,51180
Japan,JPN,1961,46837
Japan,JPN,1962,43862
Japan,JPN,1963,39508
Japan,JPN,1964,36679
Japan,JPN,1965,35961
Japan,JPN,1966,25668
Japan,JPN,1967,32383.998
Japan,JPN,1968,29529
Japan,JPN,1969,27021
Japan,JPN,1970,26242
Japan,JPN,1971,26130
Japan,JPN,1972,24933
Japan,JPN,1973,24735
Japan,JPN,1974,22655
Japan,JPN,1975,19300
Japan,JPN,1976,17262
Japan,JPN,1977,15790
Japan,JPN,1978,14452
Japan,JPN,1979,13073
Japan,JPN,1980,11793
Japan,JPN,1981,10782
Japan,JPN,1982,9864
Japan,JPN,1983,9217
Japan,JPN,1984,8715
Japan,JPN,1985,7598
Japan,JPN,1986,6956
Japan,JPN,1987,6412
Japan,JPN,1988,6033
Japan,JPN,1989,5398
Japan,JPN,1990,5375
Japan,JPN,1991,5287
Japan,JPN,1992,5305
Japan,JPN,1993,5016
Japan,JPN,1994,5254
Japan,JPN,1995,4911
Japan,JPN,1996,4551
Japan,JPN,1997,4353
Japan,JPN,1998,4387
Japan,JPN,1999,4004.0002
Japan,JPN,2000,3923
Japan,JPN,2001,3648
Japan,JPN,2002,3507
Japan,JPN,2003,3391
Japan,JPN,2004,3166
Japan,JPN,2005,2983
Japan,JPN,2006,2939
Japan,JPN,2007,2849
Japan,JPN,2008,2820
Japan,JPN,2009,2572
Japan,JPN,2010,2497
Japan,JPN,2011,2477
Japan,JPN,2012,2305
Japan,JPN,2013,2189
Japan,JPN,2014,2083
Japan,JPN,2015,1946
Japan,JPN,2016,1935
Japan,JPN,2017,1737
Japan,JPN,2018,1719
Japan,JPN,2019,1630
Japan,JPN,2020,1515
Japan,JPN,2021,1410
Japan,JPN,2022,1349
Japan,JPN,2023,1246
Jersey,JEY,1950,29
Jersey,JEY,1951,28
Jersey,JEY,1952,26
Jersey,JEY,1953,25
Jersey,JEY,1954,25
Jersey,JEY,1955,24
Jersey,JEY,1956,24
Jersey,JEY,1957,25
Jersey,JEY,1958,26
Jersey,JEY,1959,28
Jersey,JEY,1960,30
Jersey,JEY,1961,31
Jersey,JEY,1962,32
Jersey,JEY,1963,33
Jersey,JEY,1964,33
Jersey,JEY,1965,32
Jersey,JEY,1966,30
Jersey,JEY,1967,29
Jersey,JEY,1968,29
Jersey,JEY,1969,27
Jersey,JEY,1970,26
Jersey,JEY,1971,26
Jersey,JEY,1972,23
Jersey,JEY,1973,22
Jersey,JEY,1974,21
Jersey,JEY,1975,20
Jersey,JEY,1976,19
Jersey,JEY,1977,21
Jersey,JEY,1978,20
Jersey,JEY,1979,20
Jersey,JEY,1980,19
Jersey,JEY,1981,18
Jersey,JEY,1982,17
Jersey,JEY,1983,17
Jersey,JEY,1984,16
Jersey,JEY,1985,15
Jersey,JEY,1986,15
Jersey,JEY,1987,16
Jersey,JEY,1988,16
Jersey,JEY,1989,15
Jersey,JEY,1990,15
Jersey,JEY,1991,14
Jersey,JEY,1992,14
Jersey,JEY,1993,13
Jersey,JEY,1994,13
Jersey,JEY,1995,13
Jersey,JEY,1996,13
Jersey,JEY,1997,12
Jersey,JEY,1998,12
Jersey,JEY,1999,11
Jersey,JEY,2000,11
Jersey,JEY,2001,10
Jersey,JEY,2002,10
Jersey,JEY,2003,10
Jersey,JEY,2004,9
Jersey,JEY,2005,8
Jersey,JEY,2006,8
Jersey,JEY,2007,8
Jersey,JEY,2008,8
Jersey,JEY,2009,8
Jersey,JEY,2010,8
Jersey,JEY,2011,8
Jersey,JEY,2012,8
Jersey,JEY,2013,8
Jersey,JEY,2014,8
Jersey,JEY,2015,8
Jersey,JEY,2016,8
Jersey,JEY,2017,8
Jersey,JEY,2018,8
Jersey,JEY,2019,7
Jersey,JEY,2020,7
Jersey,JEY,2021,7
Jersey,JEY,2022,7
Jersey,JEY,2023,7
Jordan,JOR,1950,3686
Jordan,JOR,1951,3788
Jordan,JOR,1952,3877
Jordan,JOR,1953,3963
Jordan,JOR,1954,4050.0002
Jordan,JOR,1955,4150
Jordan,JOR,1956,4242
Jordan,JOR,1957,4320
Jordan,JOR,1958,4395
Jordan,JOR,1959,4449
Jordan,JOR,1960,4509
Jordan,JOR,1961,4544
Jordan,JOR,1962,4550
Jordan,JOR,1963,4538
Jordan,JOR,1964,4497
Jordan,JOR,1965,4493
Jordan,JOR,1966,4636
Jordan,JOR,1967,4636
Jordan,JOR,1968,4776
Jordan,JOR,1969,4878
Jordan,JOR,1970,5060
Jordan,JOR,1971,4959
Jordan,JOR,1972,4905
Jordan,JOR,1973,4833
Jordan,JOR,1974,4753
Jordan,JOR,1975,4663
Jordan,JOR,1976,4545
Jordan,JOR,1977,4451
Jordan,JOR,1978,4362
Jordan,JOR,1979,4294
Jordan,JOR,1980,4234
Jordan,JOR,1981,4150
Jordan,JOR,1982,4078
Jordan,JOR,1983,4043.0002
Jordan,JOR,1984,4008.9998
Jordan,JOR,1985,4001
Jordan,JOR,1986,4001.9998
Jordan,JOR,1987,3974
Jordan,JOR,1988,3917
Jordan,JOR,1989,3870
Jordan,JOR,1990,3819
Jordan,JOR,1991,4118
Jordan,JOR,1992,4174
Jordan,JOR,1993,4217
Jordan,JOR,1994,4257
Jordan,JOR,1995,4261
Jordan,JOR,1996,4178
Jordan,JOR,1997,4024.0002
Jordan,JOR,1998,3822
Jordan,JOR,1999,3661
Jordan,JOR,2000,3521
Jordan,JOR,2001,3424
Jordan,JOR,2002,3389
Jordan,JOR,2003,3371
Jordan,JOR,2004,3284
Jordan,JOR,2005,3214
Jordan,JOR,2006,3235
Jordan,JOR,2007,3555
Jordan,JOR,2008,3607
Jordan,JOR,2009,3578
Jordan,JOR,2010,3500
Jordan,JOR,2011,3419
Jordan,JOR,2012,3323
Jordan,JOR,2013,3166
Jordan,JOR,2014,3301
Jordan,JOR,2015,3398
Jordan,JOR,2016,3459
Jordan,JOR,2017,3351
Jordan,JOR,2018,3246
Jordan,JOR,2019,3139
Jordan,JOR,2020,3025
Jordan,JOR,2021,2936
Jordan,JOR,2022,2849
Jordan,JOR,2023,2770
Kazakhstan,KAZ,1950,23308
Kazakhstan,KAZ,1951,23771
Kazakhstan,KAZ,1952,24137
Kazakhstan,KAZ,1953,24451
Kazakhstan,KAZ,1954,24797
Kazakhstan,KAZ,1955,25377
Kazakhstan,KAZ,1956,26311
Kazakhstan,KAZ,1957,27433
Kazakhstan,KAZ,1958,28519
Kazakhstan,KAZ,1959,28858
Kazakhstan,KAZ,1960,28887
Kazakhstan,KAZ,1961,28745
Kazakhstan,KAZ,1962,28339
Kazakhstan,KAZ,1963,27582
Kazakhstan,KAZ,1964,26196
Kazakhstan,KAZ,1965,24597
Kazakhstan,KAZ,1966,23666
Kazakhstan,KAZ,1967,23206
Kazakhstan,KAZ,1968,22557
Kazakhstan,KAZ,1969,21956
Kazakhstan,KAZ,1970,21914
Kazakhstan,KAZ,1971,22234
Kazakhstan,KAZ,1972,22565
Kazakhstan,KAZ,1973,22560
Kazakhstan,KAZ,1974,22340
Kazakhstan,KAZ,1975,22128
Kazakhstan,KAZ,1976,21952
Kazakhstan,KAZ,1977,22025
Kazakhstan,KAZ,1978,21931
Kazakhstan,KAZ,1979,22089
Kazakhstan,KAZ,1980,22578
Kazakhstan,KAZ,1981,22305
Kazakhstan,KAZ,1982,21775
Kazakhstan,KAZ,1983,21591
Kazakhstan,KAZ,1984,21685
Kazakhstan,KAZ,1985,21714
Kazakhstan,KAZ,1986,21232
Kazakhstan,KAZ,1987,20428
Kazakhstan,KAZ,1988,19308
Kazakhstan,KAZ,1989,18160
Kazakhstan,KAZ,1990,17154
Kazakhstan,KAZ,1991,16530
Kazakhstan,KAZ,1992,15949
Kazakhstan,KAZ,1993,15262
Kazakhstan,KAZ,1994,14468
Kazakhstan,KAZ,1995,13331
Kazakhstan,KAZ,1996,11958
Kazakhstan,KAZ,1997,10744
Kazakhstan,KAZ,1998,9876
Kazakhstan,KAZ,1999,9044
Kazakhstan,KAZ,2000,8581
Kazakhstan,KAZ,2001,8199
Kazakhstan,KAZ,2002,7979
Kazakhstan,KAZ,2003,8019
Kazakhstan,KAZ,2004,8095.9995
Kazakhstan,KAZ,2005,7968
Kazakhstan,KAZ,2006,7882
Kazakhstan,KAZ,2007,7769
Kazakhstan,KAZ,2008,7629
Kazakhstan,KAZ,2009,7016
Kazakhstan,KAZ,2010,6506
Kazakhstan,KAZ,2011,5925
Kazakhstan,KAZ,2012,5445
Kazakhstan,KAZ,2013,4996
Kazakhstan,KAZ,2014,4681
Kazakhstan,KAZ,2015,4300
Kazakhstan,KAZ,2016,4043.0002
Kazakhstan,KAZ,2017,3758
Kazakhstan,KAZ,2018,3693
Kazakhstan,KAZ,2019,3615
Kazakhstan,KAZ,2020,3762
Kazakhstan,KAZ,2021,3841
Kazakhstan,KAZ,2022,3496
Kazakhstan,KAZ,2023,3334
Kenya,KEN,1950,45819
Kenya,KEN,1951,44143
Kenya,KEN,1952,44957
Kenya,KEN,1953,45620
Kenya,KEN,1954,46038
Kenya,KEN,1955,46365
Kenya,KEN,1956,46760
Kenya,KEN,1957,47137
Kenya,KEN,1958,47354
Kenya,KEN,1959,47410
Kenya,KEN,1960,47460
Kenya,KEN,1961,47871
Kenya,KEN,1962,48440
Kenya,KEN,1963,49075
Kenya,KEN,1964,49820
Kenya,KEN,1965,50677
Kenya,KEN,1966,51589
Kenya,KEN,1967,52334
Kenya,KEN,1968,53060
Kenya,KEN,1969,53820
Kenya,KEN,1970,54487
Kenya,KEN,1971,55119
Kenya,KEN,1972,55324
Kenya,KEN,1973,55287
Kenya,KEN,1974,55192
Kenya,KEN,1975,55168
Kenya,KEN,1976,55192
Kenya,KEN,1977,55069
Kenya,KEN,1978,54953
Kenya,KEN,1979,54931
Kenya,KEN,1980,54949
Kenya,KEN,1981,55320
Kenya,KEN,1982,55653
Kenya,KEN,1983,55981
Kenya,KEN,1984,56796
Kenya,KEN,1985,57919
Kenya,KEN,1986,59425
Kenya,KEN,1987,61235
Kenya,KEN,1988,63108
Kenya,KEN,1989,65209
Kenya,KEN,1990,67269
Kenya,KEN,1991,69276
Kenya,KEN,1992,71004
Kenya,KEN,1993,72712
Kenya,KEN,1994,74227
Kenya,KEN,1995,76010
Kenya,KEN,1996,77284
Kenya,KEN,1997,78129
Kenya,KEN,1998,78730
Kenya,KEN,1999,78260
Kenya,KEN,2000,77616
Kenya,KEN,2001,76750
Kenya,KEN,2002,75316
Kenya,KEN,2003,73059
Kenya,KEN,2004,70811
Kenya,KEN,2005,68525
Kenya,KEN,2006,66426
Kenya,KEN,2007,64559
Kenya,KEN,2008,62702
Kenya,KEN,2009,60770
Kenya,KEN,2010,58965
Kenya,KEN,2011,56791
Kenya,KEN,2012,54708
Kenya,KEN,2013,52814
Kenya,KEN,2014,51326
Kenya,KEN,2015,50307
Kenya,KEN,2016,49215
Kenya,KEN,2017,48310
Kenya,KEN,2018,47418
Kenya,KEN,2019,46168
Kenya,KEN,2020,45483
Kenya,KEN,2021,45596
Kenya,KEN,2022,44680
Kenya,KEN,2023,44423
Kiribati,KIR,1950,238
Kiribati,KIR,1951,243
Kiribati,KIR,1952,248
Kiribati,KIR,1953,252.99998
Kiribati,KIR,1954,257
Kiribati,KIR,1955,261
Kiribati,KIR,1956,264
Kiribati,KIR,1957,266
Kiribati,KIR,1958,268
Kiribati,KIR,1959,269
Kiribati,KIR,1960,271
Kiribati,KIR,1961,272
Kiribati,KIR,1962,270
Kiribati,KIR,1963,266
Kiribati,KIR,1964,262
Kiribati,KIR,1965,259
Kiribati,KIR,1966,256
Kiribati,KIR,1967,249
Kiribati,KIR,1968,236
Kiribati,KIR,1969,223
Kiribati,KIR,1970,218
Kiribati,KIR,1971,212
Kiribati,KIR,1972,206
Kiribati,KIR,1973,199
Kiribati,KIR,1974,195
Kiribati,KIR,1975,192
Kiribati,KIR,1976,187
Kiribati,KIR,1977,187
Kiribati,KIR,1978,184
Kiribati,KIR,1979,183
Kiribati,KIR,1980,188
Kiribati,KIR,1981,190
Kiribati,KIR,1982,193
Kiribati,KIR,1983,195
Kiribati,KIR,1984,196
Kiribati,KIR,1985,197
Kiribati,KIR,1986,197
Kiribati,KIR,1987,195
Kiribati,KIR,1988,192
Kiribati,KIR,1989,189
Kiribati,KIR,1990,187
Kiribati,KIR,1991,184
Kiribati,KIR,1992,178
Kiribati,KIR,1993,171
Kiribati,KIR,1994,166
Kiribati,KIR,1995,162
Kiribati,KIR,1996,159
Kiribati,KIR,1997,156
Kiribati,KIR,1998,151
Kiribati,KIR,1999,147
Kiribati,KIR,2000,141
Kiribati,KIR,2001,137
Kiribati,KIR,2002,133
Kiribati,KIR,2003,129
Kiribati,KIR,2004,131
Kiribati,KIR,2005,134
Kiribati,KIR,2006,138
Kiribati,KIR,2007,143
Kiribati,KIR,2008,147
Kiribati,KIR,2009,151
Kiribati,KIR,2010,154
Kiribati,KIR,2011,158
Kiribati,KIR,2012,158
Kiribati,KIR,2013,156
Kiribati,KIR,2014,155
Kiribati,KIR,2015,155
Kiribati,KIR,2016,155
Kiribati,KIR,2017,157
Kiribati,KIR,2018,158
Kiribati,KIR,2019,158
Kiribati,KIR,2020,156
Kiribati,KIR,2021,155
Kiribati,KIR,2022,152
Kiribati,KIR,2023,148
Kosovo,OWID_KOS,1950,7211
Kosovo,OWID_KOS,1951,7363
Kosovo,OWID_KOS,1952,7532
Kosovo,OWID_KOS,1953,7704
Kosovo,OWID_KOS,1954,7852
Kosovo,OWID_KOS,1955,7959
Kosovo,OWID_KOS,1956,8045.9995
Kosovo,OWID_KOS,1957,8128.0005
Kosovo,OWID_KOS,1958,8168
Kosovo,OWID_KOS,1959,8258
Kosovo,OWID_KOS,1960,8385
Kosovo,OWID_KOS,1961,8513
Kosovo,OWID_KOS,1962,8592
Kosovo,OWID_KOS,1963,8638
Kosovo,OWID_KOS,1964,8682
Kosovo,OWID_KOS,1965,8755
Kosovo,OWID_KOS,1966,8826
Kosovo,OWID_KOS,1967,8895
Kosovo,OWID_KOS,1968,8976
Kosovo,OWID_KOS,1969,9036
Kosovo,OWID_KOS,1970,8803
Kosovo,OWID_KOS,1971,8524
Kosovo,OWID_KOS,1972,8170.9995
Kosovo,OWID_KOS,1973,8140.0005
Kosovo,OWID_KOS,1974,8125
Kosovo,OWID_KOS,1975,8083.9995
Kosovo,OWID_KOS,1976,8014
Kosovo,OWID_KOS,1977,7868
Kosovo,OWID_KOS,1978,7691
Kosovo,OWID_KOS,1979,7556
Kosovo,OWID_KOS,1980,7523
Kosovo,OWID_KOS,1981,7407
Kosovo,OWID_KOS,1982,7351
Kosovo,OWID_KOS,1983,7272
Kosovo,OWID_KOS,1984,7110
Kosovo,OWID_KOS,1985,6745
Kosovo,OWID_KOS,1986,6445
Kosovo,OWID_KOS,1987,6265
Kosovo,OWID_KOS,1988,5980
Kosovo,OWID_KOS,1989,5416
Kosovo,OWID_KOS,1990,5046
Kosovo,OWID_KOS,1991,4483
Kosovo,OWID_KOS,1992,3646
Kosovo,OWID_KOS,1993,3219
Kosovo,OWID_KOS,1994,2968
Kosovo,OWID_KOS,1995,2815
Kosovo,OWID_KOS,1996,2697
Kosovo,OWID_KOS,1997,2385
Kosovo,OWID_KOS,1998,2245
Kosovo,OWID_KOS,1999,2158
Kosovo,OWID_KOS,2000,1392
Kosovo,OWID_KOS,2001,1292
Kosovo,OWID_KOS,2002,1221
Kosovo,OWID_KOS,2003,1114
Kosovo,OWID_KOS,2004,1045
Kosovo,OWID_KOS,2005,977
Kosovo,OWID_KOS,2006,878
Kosovo,OWID_KOS,2007,795
Kosovo,OWID_KOS,2008,738
Kosovo,OWID_KOS,2009,676
Kosovo,OWID_KOS,2010,604
Kosovo,OWID_KOS,2011,517
Kosovo,OWID_KOS,2012,467
Kosovo,OWID_KOS,2013,436
Kosovo,OWID_KOS,2014,392
Kosovo,OWID_KOS,2015,338
Kosovo,OWID_KOS,2016,282
Kosovo,OWID_KOS,2017,259
Kosovo,OWID_KOS,2018,240
Kosovo,OWID_KOS,2019,223
Kosovo,OWID_KOS,2020,205
Kosovo,OWID_KOS,2021,196
Kosovo,OWID_KOS,2022,180
Kosovo,OWID_KOS,2023,166
Kuwait,KWT,1950,1033
Kuwait,KWT,1951,1052
Kuwait,KWT,1952,1052
Kuwait,KWT,1953,1048
Kuwait,KWT,1954,1040
Kuwait,KWT,1955,1028
Kuwait,KWT,1956,1124
Kuwait,KWT,1957,1246
Kuwait,KWT,1958,1318
Kuwait,KWT,1959,1379
Kuwait,KWT,1960,1439
Kuwait,KWT,1961,1493
Kuwait,KWT,1962,1545
Kuwait,KWT,1963,1598
Kuwait,KWT,1964,1647
Kuwait,KWT,1965,1694
Kuwait,KWT,1966,1737
Kuwait,KWT,1967,1807
Kuwait,KWT,1968,1878
Kuwait,KWT,1969,1934
Kuwait,KWT,1970,1951
Kuwait,KWT,1971,1930
Kuwait,KWT,1972,1907
Kuwait,KWT,1973,1881
Kuwait,KWT,1974,1850
Kuwait,KWT,1975,1822
Kuwait,KWT,1976,1797
Kuwait,KWT,1977,1742
Kuwait,KWT,1978,1674
Kuwait,KWT,1979,1599
Kuwait,KWT,1980,1527
Kuwait,KWT,1981,1442
Kuwait,KWT,1982,1377
Kuwait,KWT,1983,1308
Kuwait,KWT,1984,1237
Kuwait,KWT,1985,1138
Kuwait,KWT,1986,1063
Kuwait,KWT,1987,983
Kuwait,KWT,1988,919
Kuwait,KWT,1989,864
Kuwait,KWT,1990,862
Kuwait,KWT,1991,367
Kuwait,KWT,1992,498
Kuwait,KWT,1993,500
Kuwait,KWT,1994,521
Kuwait,KWT,1995,533
Kuwait,KWT,1996,525
Kuwait,KWT,1997,509
Kuwait,KWT,1998,494
Kuwait,KWT,1999,483
Kuwait,KWT,2000,477
Kuwait,KWT,2001,476
Kuwait,KWT,2002,476
Kuwait,KWT,2003,480
Kuwait,KWT,2004,484
Kuwait,KWT,2005,483
Kuwait,KWT,2006,493
Kuwait,KWT,2007,496
Kuwait,KWT,2008,497
Kuwait,KWT,2009,499
Kuwait,KWT,2010,496
Kuwait,KWT,2011,500
Kuwait,KWT,2012,503.00003
Kuwait,KWT,2013,490
Kuwait,KWT,2014,494
Kuwait,KWT,2015,471
Kuwait,KWT,2016,457
Kuwait,KWT,2017,453
Kuwait,KWT,2018,423
Kuwait,KWT,2019,401
Kuwait,KWT,2020,389
Kuwait,KWT,2021,330
Kuwait,KWT,2022,365
Kuwait,KWT,2023,359
Kyrgyzstan,KGZ,1950,7438
Kyrgyzstan,KGZ,1951,7922
Kyrgyzstan,KGZ,1952,8076
Kyrgyzstan,KGZ,1953,8236
Kyrgyzstan,KGZ,1954,8388
Kyrgyzstan,KGZ,1955,8565
Kyrgyzstan,KGZ,1956,8759
Kyrgyzstan,KGZ,1957,9016
Kyrgyzstan,KGZ,1958,9358
Kyrgyzstan,KGZ,1959,9619
Kyrgyzstan,KGZ,1960,9809
Kyrgyzstan,KGZ,1961,9924
Kyrgyzstan,KGZ,1962,9979
Kyrgyzstan,KGZ,1963,9991
Kyrgyzstan,KGZ,1964,9847
Kyrgyzstan,KGZ,1965,9641
Kyrgyzstan,KGZ,1966,9476
Kyrgyzstan,KGZ,1967,9350
Kyrgyzstan,KGZ,1968,9270
Kyrgyzstan,KGZ,1969,9344
Kyrgyzstan,KGZ,1970,9520
Kyrgyzstan,KGZ,1971,9656
Kyrgyzstan,KGZ,1972,9709
Kyrgyzstan,KGZ,1973,9640
Kyrgyzstan,KGZ,1974,9497
Kyrgyzstan,KGZ,1975,9341
Kyrgyzstan,KGZ,1976,9227
Kyrgyzstan,KGZ,1977,9127
Kyrgyzstan,KGZ,1978,9068
Kyrgyzstan,KGZ,1979,8916
Kyrgyzstan,KGZ,1980,8706
Kyrgyzstan,KGZ,1981,8623
Kyrgyzstan,KGZ,1982,8632
Kyrgyzstan,KGZ,1983,8594
Kyrgyzstan,KGZ,1984,8578
Kyrgyzstan,KGZ,1985,8563
Kyrgyzstan,KGZ,1986,8441
Kyrgyzstan,KGZ,1987,8229
Kyrgyzstan,KGZ,1988,7905
Kyrgyzstan,KGZ,1989,7564
Kyrgyzstan,KGZ,1990,7410
Kyrgyzstan,KGZ,1991,7282
Kyrgyzstan,KGZ,1992,7157
Kyrgyzstan,KGZ,1993,6806
Kyrgyzstan,KGZ,1994,6305
Kyrgyzstan,KGZ,1995,6135
Kyrgyzstan,KGZ,1996,5830
Kyrgyzstan,KGZ,1997,5377
Kyrgyzstan,KGZ,1998,5087
Kyrgyzstan,KGZ,1999,4812
Kyrgyzstan,KGZ,2000,4506
Kyrgyzstan,KGZ,2001,4261
Kyrgyzstan,KGZ,2002,4125
Kyrgyzstan,KGZ,2003,4030.0002
Kyrgyzstan,KGZ,2004,3954
Kyrgyzstan,KGZ,2005,3862
Kyrgyzstan,KGZ,2006,3853
Kyrgyzstan,KGZ,2007,3746
Kyrgyzstan,KGZ,2008,3661
Kyrgyzstan,KGZ,2009,3593
Kyrgyzstan,KGZ,2010,3662
Kyrgyzstan,KGZ,2011,3566
Kyrgyzstan,KGZ,2012,3412
Kyrgyzstan,KGZ,2013,3172
Kyrgyzstan,KGZ,2014,3034
Kyrgyzstan,KGZ,2015,2867
Kyrgyzstan,KGZ,2016,2661
