CODE,LINE ITEM,AMOUNT,DEPARTMENT,MINISTRY
21020111,REGULAR ALLOWANCES,15604500,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
21020201,NHIS,73156339,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
21020202,CONTRIBUTORY PENSION - EMPLOYER'S CONTRIBUTION,146312679,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020101,LOCAL TRAVEL & TRANSPORT: TRAINING,50000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,70000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020201,ELECTRICITY CHARGES,1500000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020202,TELEPHONE CHARGES,200000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020203,INTERNET ACCESS CHARGES,4200000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020204,SATELLITE BROADCASTING ACCESS CHARGES,1200000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020205,WATER RATES,500000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,15000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020303,NEWSPAPERS,500000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020305,PRINTING OF NON SECURITY DOCUMENTS,15000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020306,PRINTING OF SECURITY DOCUMENTS,5000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020307,DRUGS & MEDICAL SUPPLIES,3472317,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020309,UNIFORMS & OTHER CLOTHING,50000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020310,TEACHING AIDS / INSTRUCTION MATERIALS,30000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,20000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020402,MAINTENANCE OF OFFICE FURNITURE,20000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,50000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,30000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020405,MAINTENANCE OF PLANTS/GENERATORS,20000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020406,OTHER MAINTENANCE SERVICES,20000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020408,MAINTENANCE OF SEA BOATS,93332,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020501,LOCAL TRAINING,4000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020601,SECURITY CHARGES,30000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020603,OFFICE RENT,100000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020606,CLEANING AND FUMIGATION SERVICES,7000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020701,FINANCIAL CONSULTING,2500000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020703,LEGAL SERVICES,15000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020704,ENGINEERING SERVICES,500000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020705,ARCHITECTURAL SERVICES,53961,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020706,SURVEYING SERVICES,100000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020801,MOTOR VEHICLE FUEL COST,5000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020802,OTHER TRANSPORT EQUIPMENT FUEL COST,100000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020803,PLANT / GENERATOR FUEL COST,100000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020901,BANK CHARGES (OTHER THAN INTEREST),100000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22020902,INSURANCE PREMIUM,2000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021001,REFRESHMENT & MEALS,5000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021002,HONORARIUM & SITTING ALLOWANCE,50000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021003,PUBLICITY & ADVERTISEMENTS,5000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021004,MEDICAL EXPENSES,1000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021006,POSTAGES & COURIER SERVICES,100000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021007,WELFARE PACKAGES,5000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,200000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021009,SPORTING ACTIVITIES,5000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
22021010,DIRECT TEACHING & LABORATORY COST,10000000,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70670226,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
23010113,PURCHASE OF COMPUTERS,100005674,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,333971438,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,527724175,FEDERAL POLYTECHNIC BONNY,FEDERAL MINISTRY OF EDUCATION
21010101,SALARY,610089993,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
21020101,NON REGULAR ALLOWANCES,2250000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
21020111,REGULAR ALLOWANCES,3316464,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
21020201,NHIS,29950813,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
21020202,CONTRIBUTORY PENSION - EMPLOYER'S CONTRIBUTION,59901627,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020101,LOCAL TRAVEL & TRANSPORT: TRAINING,50000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,90000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020201,ELECTRICITY CHARGES,8000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020202,TELEPHONE CHARGES,1000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020203,INTERNET ACCESS CHARGES,4000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,15000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020305,PRINTING OF NON SECURITY DOCUMENTS,15000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020306,PRINTING OF SECURITY DOCUMENTS,5000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020309,UNIFORMS & OTHER CLOTHING,6682190,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,10000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,2000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,10000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020405,MAINTENANCE OF PLANTS/GENERATORS,8000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020406,OTHER MAINTENANCE SERVICES,9000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020501,LOCAL TRAINING,20000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020601,SECURITY CHARGES,45000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020603,OFFICE RENT,15000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020606,CLEANING AND FUMIGATION SERVICES,45000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020703,LEGAL SERVICES,9000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020709,AUDITING OF ACCOUNTS,17000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020801,MOTOR VEHICLE FUEL COST,15400000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22020803,PLANT / GENERATOR FUEL COST,11000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22021001,REFRESHMENT & MEALS,18000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22021002,HONORARIUM & SITTING ALLOWANCE,29000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22021003,PUBLICITY & ADVERTISEMENTS,9000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22021004,MEDICAL EXPENSES,8000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22021006,POSTAGES & COURIER SERVICES,500000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22021007,WELFARE PACKAGES,10000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
22021010,DIRECT TEACHING & LABORATORY COST,12000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23010105,PURCHASE OF MOTOR VEHICLES,184000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,100000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23010113,PURCHASE OF COMPUTERS,90000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,65000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23010123,PURCHASE OF FIRE FIGHTING EQUIPMENT,155000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,372572489,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,120000000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
23050101,RESEARCH AND DEVELOPMENT,19500000,FEDERAL POLYTECHNIC UKANA,FEDERAL MINISTRY OF EDUCATION
21010101,SALARY,1155999758,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
21020101,NON REGULAR ALLOWANCES,2250000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
21020111,REGULAR ALLOWANCES,5060064,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
21020201,NHIS,57246302,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
21020202,CONTRIBUTORY PENSION - EMPLOYER'S CONTRIBUTION,114492603,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020101,LOCAL TRAVEL & TRANSPORT: TRAINING,18000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,30000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020201,ELECTRICITY CHARGES,10000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020202,TELEPHONE CHARGES,500000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020203,INTERNET ACCESS CHARGES,3000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,20000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020302,BOOKS,2000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020303,NEWSPAPERS,250000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020304,MAGAZINES & PERIODICALS,500000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020305,PRINTING OF NON SECURITY DOCUMENTS,5000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020306,PRINTING OF SECURITY DOCUMENTS,5000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020307,DRUGS & MEDICAL SUPPLIES,3000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020310,TEACHING AIDS / INSTRUCTION MATERIALS,6000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,30000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020402,MAINTENANCE OF OFFICE FURNITURE,3000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,12000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,4000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020405,MAINTENANCE OF PLANTS/GENERATORS,6000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020406,OTHER MAINTENANCE SERVICES,8000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020501,LOCAL TRAINING,6000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020601,SECURITY CHARGES,20000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020606,CLEANING AND FUMIGATION SERVICES,12000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020701,FINANCIAL CONSULTING,6000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020708,MEDICAL CONSULTING,500000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020801,MOTOR VEHICLE FUEL COST,20000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020802,OTHER TRANSPORT EQUIPMENT FUEL COST,4000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020803,PLANT / GENERATOR FUEL COST,12000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020901,BANK CHARGES (OTHER THAN INTEREST),300000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22020902,INSURANCE PREMIUM,2000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22021002,HONORARIUM & SITTING ALLOWANCE,15000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22021003,PUBLICITY & ADVERTISEMENTS,6000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22021006,POSTAGES & COURIER SERVICES,516568,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22021007,WELFARE PACKAGES,6000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22021009,SPORTING ACTIVITIES,2000000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22021010,DIRECT TEACHING & LABORATORY COST,3500000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
22040114,GRANTS TO COMMUNITIES / NON GOVERNMENTAL ORGANISATIONS (NGO),3500000,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,1056256672,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",FEDERAL MINISTRY OF EDUCATION
21010101,SALARY,1240453815,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
21020101,NON REGULAR ALLOWANCES,2250000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
21020111,REGULAR ALLOWANCES,15427836,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
21020201,NHIS,61469005,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
21020202,CONTRIBUTORY PENSION - EMPLOYER'S CONTRIBUTION,122938009,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020101,LOCAL TRAVEL & TRANSPORT: TRAINING,15000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,61000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020201,ELECTRICITY CHARGES,25000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020203,INTERNET ACCESS CHARGES,6000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020204,SATELLITE BROADCASTING ACCESS CHARGES,800000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,26000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020303,NEWSPAPERS,1000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020305,PRINTING OF NON SECURITY DOCUMENTS,23000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020306,PRINTING OF SECURITY DOCUMENTS,15000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020307,DRUGS & MEDICAL SUPPLIES,10000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020309,UNIFORMS & OTHER CLOTHING,7000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020311,FOOD STUFF / CATERING MATERIALS SUPPLIES,960000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,8000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020402,MAINTENANCE OF OFFICE FURNITURE,500000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,9500000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,2200000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020405,MAINTENANCE OF PLANTS/GENERATORS,5000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020406,OTHER MAINTENANCE SERVICES,10000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020501,LOCAL TRAINING,6000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020601,SECURITY CHARGES,3000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020709,AUDITING OF ACCOUNTS,4000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020801,MOTOR VEHICLE FUEL COST,11000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020803,PLANT / GENERATOR FUEL COST,50000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22020902,INSURANCE PREMIUM,24692439,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021001,REFRESHMENT & MEALS,11000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021002,HONORARIUM & SITTING ALLOWANCE,35000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021003,PUBLICITY & ADVERTISEMENTS,6000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021006,POSTAGES & COURIER SERVICES,1000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021007,WELFARE PACKAGES,22500000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,500000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021009,SPORTING ACTIVITIES,6000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021010,DIRECT TEACHING & LABORATORY COST,21700000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
22021014,ANNUAL BUDGET EXPENSES AND ADMINISTRATION,1500000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
23010105,PURCHASE OF MOTOR VEHICLES,280000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,60000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,100000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
23020112,CONSTRUCTION / PROVISION OF SPORTING FACILITIES,100000000,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",FEDERAL MINISTRY OF EDUCATION
