Date,Machine_ID,Assembly_Line_No,Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Vibration,Tool_Vibration,Spindle_Speed(RPM),Voltage(volts),Torque(Nm),Cutting(kN),Downtime
13-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,78.63,4.536289867,6.01822398,9.7,46.2,41.9,0.303,19.634,18289.0,439.0,26.10323145,2.64,Machine_Failure
13-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,127.5917705,5.195061293,5.821415025,9.9,46.7,38.4,1.523,21.287,20898.0,395.0,30.51400825,1.89,No_Machine_Failure
13-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,53.44,4.539137021,6.543853411,4.1,51.6,35.7,1.119,5.775,20504.0,399.0,26.08326504,2.51,Machine_Failure
13-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,92.8557399,5.201394903,6.803151862,22.2,55.1,35.2,0.217,22.625,19197.0,321.0,22.82800172,2.96,No_Machine_Failure
13-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,71.5,6.893181921,6.945422076,25.8,45.3,38.1,1.248,29.418,27613.0,298.0,26.07899049,3.67,Machine_Failure
13-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,71.3,4.84252053,7.164872489,13.4,48.5,36.4,1.73,18.87,26526.0,327.0,26.09467068,3.69,Machine_Failure
13-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,111.6774308,3.164804649,6.766993462,22.2,48.9,33.4,0.324,8.528,20910.0,394.0,22.8312769,1.91,No_Machine_Failure
13-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,125.4184659,5.20238464,6.142311887,12.2,47.2,38.6,1.727,20.341,20920.0,334.0,22.82036329,3.01,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,88.27913423,5.350786306,6.158427008,6.8,48.3,33.3,0.855,26.941,21497.0,288.0,34.97300419,2.01,No_Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,85.01,4.566853902,5.977249636,19.7,45.4,34.3,1.06,23.406,17816.0,348.0,26.79625056,2.37,Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,92.17,6.839413159,6.371669212,10.5,47.5,41.4,0.594,37.029,17693.0,365.0,26.98253547,2.3,Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,52.5,6.863944117,6.503342689,16.9,50.9,34.6,1.273,17.487,17702.0,384.0,26.96881708,2.37,Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,52.45,4.40104555,7.386955784,13.3,47.8,32.8,1.29,21.695,17694.0,360.0,26.98101051,2.63,Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,52.7,4.420884166,6.757567044,22.3,48.8,33.2,0.988,30.315,17823.0,380.0,26.78572631,3.61,Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,63.44,4.41892385,6.805768824,24.8,50.2,36.5,1.037,23.053,17807.0,389.0,26.8097939,3.67,Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,54.25,4.422709013,7.179573182,23.4,46.9,34.7,0.534,28.486,17826.0,368.0,26.78121844,3.69,Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,83.38,4.39000705,6.352134895,11.4,49.1,30.9,1.408,29.017,17633.0,407.0,27.07434923,3.67,Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,128.5369544,3.164804649,6.55967468,11.9,50.6,36.8,1.025,21.295,21615.0,289.0,22.08660652,2.97,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,90.21,5.918357337,6.561928583,8.6,41.8,41.2,0.603,28.178,26605.0,299.0,26.77971616,3.55,Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,82.9688079,5.417731201,6.836188036,11.9,44.1,37.9,0.975,27.056,21688.0,325.0,31.62033518,1.85,No_Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,90.74,6.560332199,6.479099326,18.4,40.0,38.1,1.22,16.501,20504.0,309.0,27.08356499,3.55,Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,88.27913423,5.400331898,7.136484271,11.9,40.0,34.7,1.202,24.606,18436.0,277.0,32.51929855,2.01,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,89.4587468,5.4042699,6.836188036,12.2,44.1,37.9,0.975,27.056,19197.0,325.0,33.92336502,3.0,No_Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,80.726488,5.305760111,6.486956898,5.7,43.4,37.0,0.727,21.281,14152.0,298.0,35.5812209,2.17,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,102.6560817,5.30420425,5.994476369,11.9,48.2,34.4,0.894,19.454,19197.0,362.0,22.37647059,1.88,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,161.6030136,5.306896502,6.147513697,12.2,48.1,33.2,1.158,24.002,13272.0,398.0,22.36703523,1.99,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,112.7801191,5.306437605,6.90752482,23.2,45.4,34.9,0.978,34.145,14152.0,405.0,22.37122774,1.95,No_Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,179.8860999,5.354253385,6.736819192,23.7,52.9,32.3,0.141,21.275,15217.0,466.0,22.19854924,2.87,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,81.15,5.567856573,6.065822488,23.7,49.8,34.2,0.986,23.585,17821.0,422.0,26.78873239,2.64,Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,119.8477193,5.399160877,7.055573609,24.0,50.2,28.5,1.158,22.177,16198.0,388.0,22.07945611,2.84,No_Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,137.824445,3.053148837,6.623363104,24.0,45.2,35.6,0.46,20.631,21629.0,307.0,32.4913785,3.08,No_Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,69.64,4.38766888,7.150292129,6.0,44.2,35.8,0.804,20.146,17620.0,301.0,15.90071615,2.59,Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,76.27,4.382940966,6.294139572,32.6,55.4,32.5,0.772,17.091,22335.0,280.0,14.20288973,2.66,Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,81.07,4.42929881,6.779478229,5.0,45.7,32.2,1.22,24.751,17836.0,362.0,15.1197393,2.61,Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,127.0980237,3.895031347,5.913394246,24.0,47.2,32.0,1.054,20.231,21616.0,348.0,22.08558475,2.9,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,116.7581961,3.888834693,6.43353196,24.1,43.2,38.1,1.219,25.647,21650.0,383.0,22.05090069,2.0,No_Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,97.97526988,3.126011472,6.578325909,24.1,54.5,34.2,0.967,28.011,21655.0,339.0,22.04580928,3.01,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,122.3685802,3.053451378,6.914901892,24.0,41.5,32.2,0.828,34.592,21636.0,326.0,22.06516916,3.03,No_Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,117.2327648,5.402143851,6.496833777,24.0,49.0,34.2,1.036,27.743,21641.0,302.0,22.06007116,3.07,No_Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,80.03,4.384961595,5.919909296,10.5,44.7,30.2,1.611,26.02,27613.0,315.0,27.10509283,2.33,Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,157.47,4.384692927,6.104038711,8.8,49.9,39.0,1.301,22.548,26526.0,336.0,27.11124993,2.54,Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,121.86,4.38373115,6.597152114,5.4,45.7,31.8,1.384,27.426,23432.0,348.0,27.12049083,3.91,Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,61.96,6.863944117,6.866696565,6.8,47.6,36.5,1.005,19.005,25528.0,341.0,26.79474659,3.49,Machine_Failure
13-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,69.96,6.839413159,5.999137345,18.0,54.9,29.3,0.689,26.421,17919.0,374.0,27.12665492,3.59,Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,154.25,4.566853902,6.517231672,26.9,49.1,33.9,1.311,17.051,27957.0,403.0,27.08971231,3.93,Machine_Failure
13-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,87.39,5.567856573,6.471313004,7.6,52.8,38.7,1.169,32.797,21951.0,302.0,27.10047684,3.58,Machine_Failure
13-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,82.44,4.382940966,5.624328309,9.4,50.5,41.3,1.168,25.717,17587.0,363.0,16.44955444,2.43,Machine_Failure
13-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,108.2543838,5.726597984,6.19285274,8.7,45.1,34.7,1.057,19.49,22927.0,313.0,20.82269813,3.16,No_Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,88.27913423,5.725089905,5.968574174,8.7,44.7,33.0,1.088,28.957,22909.0,337.0,20.83905889,1.91,No_Machine_Failure
13-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,102.298433,5.750571174,7.121805334,9.9,48.8,33.6,0.796,28.695,23006.0,302.0,20.75119534,2.98,No_Machine_Failure
13-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,152.6768135,5.722622293,6.681937096,10.6,48.4,35.9,1.44,32.799,22897.0,282.0,20.84998035,3.0,No_Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,161.4815861,5.722680127,6.755637801,4.5,40.6,35.9,0.705,30.037,22899.0,354.0,20.84815931,3.09,No_Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,126.0566946,3.895031347,6.292891767,7.4,52.1,26.8,0.957,24.189,22935.0,423.0,20.81543492,1.95,No_Machine_Failure
13-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,103.9220002,5.767832987,6.162557058,12.2,47.9,41.0,1.231,26.193,23124.0,386.0,20.64530358,3.05,No_Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,73.31,6.960635908,6.979379443,25.8,49.8,30.5,1.326,25.641,19983.0,345.0,23.89040685,2.83,Machine_Failure
13-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,89.4587468,5.747927921,6.02297867,9.9,47.3,31.6,1.505,26.281,22988.0,362.0,20.76744388,2.01,No_Machine_Failure
13-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,99.37,6.863944117,6.608531432,29.8,42.2,37.0,0.423,42.45,19747.0,393.0,24.17592546,2.66,Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,113.957278,5.750414892,6.480168842,6.8,44.0,36.8,1.231,27.072,22990.0,321.0,20.76563723,3.24,No_Machine_Failure
13-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,72.11,5.358623507,6.223288874,13.4,53.7,31.4,1.267,12.374,19751.0,356.0,24.17102931,2.61,Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,81.42,4.84252053,6.253934496,8.6,44.0,40.2,1.563,21.621,19775.0,326.0,24.14169406,3.36,Machine_Failure
13-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,76.19,6.893181921,6.637178151,26.7,48.9,34.4,0.655,25.016,19760.0,341.0,24.16002024,2.79,Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,89.19,4.86086247,6.248584213,30.3,42.4,30.4,1.349,25.267,19701.0,344.0,24.23237399,2.66,Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,83.93,6.560332199,7.092585591,21.8,47.2,29.2,1.048,30.472,19706.0,355.0,24.22622552,2.66,Machine_Failure
13-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,158.3537861,5.731211486,5.779561114,11.9,47.8,29.5,1.321,34.882,22929.0,444.0,32.4913785,3.07,No_Machine_Failure
13-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,56.13,6.893181921,6.604407701,30.3,43.5,30.4,0.429,21.015,19728.0,342.0,24.19920925,2.92,Machine_Failure
13-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,82.9688079,5.102624711,6.953711876,7.4,47.0,41.0,1.013,18.841,20494.0,406.0,23.29472041,2.0,No_Machine_Failure
13-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,73.6,6.839413159,6.47008173,28.7,46.1,34.9,0.826,28.693,19744.0,339.0,24.17959887,2.8,Machine_Failure
13-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,68.13,4.566853902,6.750545251,27.0,52.4,38.7,0.882,29.345,19876.0,352.0,24.01901791,2.9,Machine_Failure
13-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,90.08,5.567856573,6.625359326,26.4,48.9,40.4,1.15,19.728,19740.0,367.0,24.18449848,2.87,Machine_Failure
13-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,92.32,6.560332199,6.019238305,25.6,44.6,36.9,0.46,18.102,19782.0,372.0,24.13315135,2.73,Machine_Failure
13-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,83.29,5.918357337,6.000501139,24.4,45.2,30.1,0.839,23.993,19763.0,341.0,24.15635278,2.91,Machine_Failure
12-05-2022,Makino-L1-Unit1-2013,Shopfloor-L1,82.9688079,5.133531778,6.645995454,21.7,49.9,40.5,1.253,25.067,17726.0,341.0,23.10643241,2.11,No_Machine_Failure
12-05-2022,Makino-L2-Unit1-2015,Shopfloor-L2,89.4587468,5.133380047,6.342201533,12.2,48.0,33.3,1.26,27.453,20652.0,334.0,32.4913785,2.99,No_Machine_Failure
12-05-2022,Makino-L2-Unit1-2015,Shopfloor-L2,81.1382212,5.134602704,6.885008293,12.2,44.7,42.2,1.113,34.991,20663.0,328.0,23.10419591,2.17,No_Machine_Failure
12-05-2022,Makino-L3-Unit1-2015,Shopfloor-L3,88.27913423,5.133415155,6.539578898,11.9,48.5,41.1,0.615,23.243,20656.0,392.0,23.11202556,2.89,No_Machine_Failure
12-05-2022,Makino-L3-Unit1-2015,Shopfloor-L3,57.69,5.918357337,5.903151812,11.9,47.0,34.4,0.904,21.491,18448.0,309.0,25.87825239,2.52,Machine_Failure
12-05-2022,Makino-L3-Unit1-2015,Shopfloor-L3,97.36,4.57120572,5.848732738,6.8,51.9,33.4,0.782,29.862,18449.0,325.0,25.87684969,3.55,Machine_Failure
12-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,61.22,4.545066375,6.793006286,26.4,46.6,33.0,0.892,36.088,17919.0,316.0,26.03632199,2.45,Machine_Failure
12-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,136.2767989,3.053451378,6.223676701,4.5,52.5,34.1,0.82,19.438,20875.0,326.0,22.86955689,2.88,No_Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,68.48,4.54495725,6.662467535,10.5,49.8,36.1,0.86,6.338,22457.0,335.0,26.04484452,3.55,Machine_Failure
12-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,176.2184501,5.183499326,6.169872241,22.0,45.1,37.3,0.234,28.646,13272.0,357.0,22.89478228,3.0,No_Machine_Failure
12-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,79.77016145,5.183485579,6.738487456,22.0,49.2,33.8,1.161,23.661,14152.0,366.0,22.90686627,2.02,No_Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,145.830955,5.184072488,7.521148832,22.0,50.4,42.8,1.151,26.609,14266.0,298.0,22.88929376,2.17,No_Machine_Failure
12-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,115.1881928,5.180073869,5.754688477,22.0,51.1,29.9,0.512,28.108,15217.0,324.0,22.91126362,2.11,No_Machine_Failure
12-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,93.1,4.548223378,6.166096539,27.0,49.1,36.5,1.435,20.973,25528.0,367.0,26.00653702,2.57,Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,129.0066664,5.182639835,6.431310159,22.0,39.8,37.1,1.585,19.645,17726.0,358.0,22.90796545,1.86,No_Machine_Failure
12-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,109.8086225,5.184450093,6.482912779,22.0,49.2,36.4,1.055,25.164,20858.0,376.0,22.88819638,1.87,No_Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,146.6936138,5.181239482,6.49198129,22.0,53.3,34.9,0.953,23.108,16198.0,284.0,22.90906473,1.85,No_Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,120.22,4.545968897,6.231089196,30.3,45.1,35.8,1.191,28.561,27613.0,381.0,26.02354865,2.44,Machine_Failure
12-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,95.58,4.543946139,6.040977798,24.4,47.2,31.3,0.965,30.316,21951.0,401.0,26.04910787,2.43,Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,90.32,4.54454925,6.271962264,9.0,41.0,37.6,0.606,20.582,20504.0,376.0,26.0476866,2.59,Machine_Failure
12-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,85.03,4.546779891,5.744478471,25.6,44.7,32.0,1.277,29.469,27957.0,334.0,26.00653702,2.58,Machine_Failure
12-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,52.48,4.550260796,7.193701639,29.8,45.2,37.3,1.699,31.888,26526.0,309.0,25.99803954,2.5,Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,82.59,4.546032432,6.687138369,17.6,52.1,36.4,1.219,26.09,26526.0,304.0,,3.59,Machine_Failure
12-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,66.26,4.550595619,6.739468588,28.7,44.7,34.0,0.996,30.326,23432.0,419.0,25.99520828,2.62,Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,157.47,4.84252053,6.818622443,29.8,51.5,35.9,0.762,25.643,18024.0,307.0,26.48701731,2.64,Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,117.7279734,5.292059479,6.460644701,23.1,45.1,33.9,1.343,31.26,13272.0,330.0,22.45963493,1.87,No_Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,129.402992,5.308209807,6.485436118,23.3,44.9,35.8,,17.749,19197.0,394.0,22.36179681,1.86,No_Machine_Failure
12-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,121.86,4.393030407,6.452168789,28.7,45.8,29.9,0.845,21.577,17648.0,353.0,27.05133726,2.4,Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,108.6598408,5.292842212,6.531172412,23.1,48.7,38.4,1.178,34.392,15217.0,376.0,32.4913785,1.99,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,136.7823076,3.106960002,6.656781,23.1,50.8,32.6,0.998,30.167,21255.0,333.0,22.4606916,2.86,No_Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,95.3200449,5.308237319,6.923454933,10.6,43.4,27.4,1.223,32.171,21350.0,301.0,35.58033366,2.84,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,97.69619669,3.105982448,7.056520138,23.3,47.9,34.3,0.948,23.813,21358.0,299.0,22.35237382,3.09,No_Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,119.2525675,5.316940194,6.06253852,6.8,50.4,34.5,0.659,19.709,21367.0,273.0,22.34295877,1.87,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,73.5721609,5.317341846,5.621559253,5.7,44.7,29.6,1.325,28.367,17726.0,271.0,22.34086761,1.86,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,92.8557399,5.303642693,6.243638002,4.5,46.0,37.1,0.792,30.278,16198.0,407.0,22.39326422,1.85,No_Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,153.6720314,5.295823745,6.416141977,12.2,49.1,31.9,0.878,23.88,15217.0,374.0,22.45012932,2.11,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,151.7999853,5.297576854,6.329464412,11.9,51.8,33.5,0.522,26.847,14266.0,324.0,22.44168665,2.17,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,149.1430295,5.302591506,6.304177777,23.2,47.5,33.6,1.17,6.977,14266.0,312.0,22.39431466,1.88,No_Machine_Failure
12-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,51.39,4.396508123,6.886816142,4.2,45.5,31.1,1.13,24.553,17919.0,314.0,27.02836438,3.55,Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,109.5271004,5.294508498,6.74372892,23.1,45.0,36.7,1.14,27.545,16198.0,284.0,22.45752187,1.95,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,52.98,4.395962181,6.37672154,4.8,36.2,33.9,1.367,23.627,27957.0,330.0,27.02989469,3.67,Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,94.45,4.39487092,6.131055263,5.9,52.8,39.2,0.688,18.57,21951.0,349.0,27.03754885,3.69,Machine_Failure
12-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,65.97,4.39828846,6.056139878,10.3,53.5,40.8,1.243,29.756,20504.0,328.0,27.01918615,3.67,Machine_Failure
12-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,57.04,4.392784389,7.117939959,24.8,48.8,34.6,0.529,19.286,26605.0,383.0,27.05440326,3.61,Machine_Failure
12-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,67.58,4.452355285,6.329500695,26.9,46.2,33.6,1.24,22.248,27613.0,368.0,26.62439351,3.91,Machine_Failure
12-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,75.96,4.390755158,6.951672712,14.0,50.0,31.5,0.552,23.862,26526.0,326.0,27.06207131,3.49,Machine_Failure
12-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,52.88,5.93660976,6.096584282,8.1,52.9,33.3,0.784,16.808,23432.0,318.0,26.76470258,3.59,Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,65.65,4.433773348,6.528332801,14.4,49.8,39.3,1.298,19.002,17844.0,371.0,26.75420309,3.93,Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,68.04,4.432090592,6.612802859,7.3,49.2,37.9,0.813,28.96,17842.0,364.0,26.75720211,3.58,Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,97.23,4.400672778,6.775749922,32.6,48.7,30.7,1.082,32.031,25528.0,321.0,26.98558589,3.55,Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,75.91,4.393405199,7.031833255,10.2,43.3,41.6,1.614,29.368,20801.0,347.0,27.04827195,3.58,Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,67.36,4.394344812,6.679628845,7.2,42.7,34.9,1.271,19.454,23432.0,246.0,27.04061172,3.93,Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,52.37,4.398552337,6.619425199,12.2,46.7,37.9,0.791,30.748,27613.0,345.0,27.01765705,3.49,Machine_Failure
12-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,80.52,4.399031076,6.815067018,14.2,47.5,30.5,1.249,19.07,26605.0,300.0,26.99168881,3.91,Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,126.8662934,5.307025122,6.731956009,23.2,46.3,37.8,1.095,22.072,19197.0,374.0,22.36703523,2.01,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,113.2980747,5.308040195,5.964379479,23.3,46.7,35.5,0.764,31.863,18436.0,399.0,22.36389188,1.91,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,158.9805602,5.30808677,6.328312399,23.3,53.8,38.2,1.013,23.835,17726.0,295.0,22.36284429,1.89,No_Machine_Failure
12-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,117.7161447,5.313297417,5.82629862,23.3,49.3,32.4,1.037,28.411,21361.0,319.0,22.34923459,2.01,No_Machine_Failure
12-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,141.7453102,5.755561879,6.53170456,27.3,47.8,32.9,0.524,29.803,23053.0,389.0,20.70888821,3.13,No_Machine_Failure
12-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,96.53615458,5.676090115,5.835835258,26.5,46.7,35.5,0.482,23.384,17726.0,311.0,20.97732665,3.27,No_Machine_Failure
12-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,95.71,6.863944117,6.658379127,29.8,52.7,31.8,0.932,20.855,27613.0,277.0,24.07230738,3.93,Machine_Failure
12-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,58.74,4.566853902,6.348090278,27.0,54.4,29.4,0.786,35.684,23432.0,472.0,24.20657134,3.55,Machine_Failure
12-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,56.25,5.567856573,5.845171993,26.4,48.1,38.7,1.0,26.247,19838.0,328.0,24.06502672,3.55,Machine_Failure
12-02-2022,Makino-L1-Unit1-2013,Shopfloor-L1,63.32,6.560332199,5.602156577,25.6,46.2,36.2,0.716,24.584,19799.0,303.0,24.11242992,3.67,Machine_Failure
12-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,76.99,5.918357337,6.911078475,24.4,45.0,31.3,1.347,27.702,19866.0,292.0,24.03110843,3.69,Machine_Failure
12-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,90.43,6.893181921,6.129323122,15.8,48.2,41.0,0.782,26.736,19817.0,366.0,24.09052833,3.67,Machine_Failure
12-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,95.75,4.84252053,6.477070201,12.0,49.2,29.7,1.232,18.668,19810.0,357.0,24.09904089,3.61,Machine_Failure
12-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,86.16146761,5.681395395,6.125483258,26.6,46.3,40.9,1.13,32.582,22762.0,410.0,20.97364028,3.14,No_Machine_Failure
12-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,99.26,4.921900783,5.91028021,27.0,45.2,32.0,0.945,27.076,19811.0,358.0,24.09782444,2.78,Machine_Failure
12-02-2022,Makino-L3-Unit1-2015,Shopfloor-L3,93.6316597,5.756521947,6.123678251,27.3,45.2,36.9,1.218,27.179,23054.0,406.0,20.70798994,2.97,No_Machine_Failure
12-02-2022,Makino-L2-Unit1-2015,Shopfloor-L2,110.9906079,5.757070177,6.771097919,27.4,49.2,30.0,1.488,34.625,23062.0,351.0,20.70080652,3.13,No_Machine_Failure
